year;month;day;hour;obs_name;temp;dewPt;rh;pressure;wc;wdir;wspd
2016;1;2;0;Edinburgh;6.66666666666666;37.0;78.5;29.515;36.5;110.0;15.0
2016;1;2;1;Edinburgh;7.22222222222222;39.0;81.0;29.485;38.5;115.0;13.5
2016;1;2;2;Edinburgh;7.22222222222222;39.0;81.0;29.47;38.0;100.0;13.0
2016;1;2;3;Edinburgh;7.22222222222222;40.0;84.0;29.45;38.0;95.0;14.0
2016;1;2;4;Edinburgh;7.22222222222222;40.0;84.0;29.435;38.5;85.0;13.0
2016;1;2;5;Edinburgh;7.22222222222222;41.0;87.0;29.42;38.0;80.0;14.0
2016;1;2;6;Edinburgh;7.22222222222222;41.0;87.0;29.405;38.5;95.0;13.0
2016;1;2;7;Edinburgh;7.77777777777777;42.0;84.0;29.42;42.0;60.0;8.5
2016;1;2;8;Edinburgh;7.77777777777777;43.0;87.0;29.42;40.5;110.0;13.0
2016;1;2;9;Edinburgh;7.22222222222222;43.0;93.0;29.42;39.0;120.0;11.0
2016;1;2;10;Edinburgh;7.77777777777777;43.0;87.0;29.42;41.5;115.0;9.5
2016;1;2;11;Edinburgh;8.33333333333333;43.0;84.5;29.435;42.0;110.0;11.0
2016;1;2;12;Edinburgh;8.88888888888889;44.0;84.5;29.42;42.5;95.0;13.5
2016;1;2;13;Edinburgh;8.88888888888889;43.0;82.0;29.42;44.5;85.0;9.0
2016;1;2;14;Edinburgh;7.77777777777777;43.0;87.0;29.42;42.0;80.0;9.5
2016;1;2;15;Edinburgh;7.77777777777777;43.0;87.0;29.42;42.5;55.0;8.0
2016;1;2;16;Edinburgh;7.77777777777777;44.0;90.0;29.435;43.0;45.0;7.0
2016;1;2;17;Edinburgh;7.77777777777777;45.0;93.0;29.45;43.0;75.0;7.5
2016;1;2;18;Edinburgh;7.77777777777777;45.0;93.0;29.45;42.5;70.0;7.5
2016;1;2;19;Edinburgh;7.77777777777777;45.0;93.0;29.42;42.5;70.0;7.5
2016;1;2;20;Edinburgh;7.77777777777777;45.0;93.0;29.42;42.0;75.0;8.5
2016;1;2;21;Edinburgh;7.77777777777777;45.0;93.0;29.405;41.0;90.0;11.0
2016;1;2;22;Edinburgh;7.77777777777777;45.0;93.0;29.39;41.0;90.0;10.0
2016;1;2;23;Edinburgh;7.77777777777777;45.0;93.0;29.39;41.0;100.0;10.0
2016;1;3;0;Edinburgh;7.77777777777777;45.0;93.0;29.375;41.5;100.0;10.5
2016;1;3;1;Edinburgh;7.77777777777777;44.0;90.0;29.36;42.0;100.0;9.0
2016;1;3;2;Edinburgh;7.77777777777777;45.0;93.0;29.345;41.0;105.0;11.0
2016;1;3;3;Edinburgh;7.77777777777777;43.0;87.0;29.33;40.5;105.0;13.5
2016;1;3;4;Edinburgh;7.77777777777777;43.0;87.0;29.285;40.5;110.0;13.5
2016;1;3;5;Edinburgh;7.77777777777777;43.0;87.0;29.255;39.5;110.0;16.0
2016;1;3;6;Edinburgh;7.77777777777777;43.0;87.0;29.24;39.5;110.0;16.5
2016;1;3;7;Edinburgh;7.22222222222222;41.0;87.0;29.195;37.0;100.0;16.5
2016;1;3;8;Edinburgh;7.22222222222222;41.0;87.0;29.165;37.0;110.0;17.0
2016;1;3;9;Edinburgh;7.22222222222222;41.0;87.0;29.1349999999999;37.0;100.0;19.0
2016;1;3;10;Edinburgh;7.22222222222222;41.0;87.0;29.105;37.5;90.0;16.5
2016;1;3;11;Edinburgh;7.22222222222222;41.0;87.0;29.045;37.0;90.0;17.0
2016;1;3;12;Edinburgh;7.22222222222222;41.0;87.0;28.99;38.0;80.0;15.0
2016;1;3;13;Edinburgh;7.5;41.0;84.0;28.95;39.0;85.0;14.5
2016;1;3;14;Edinburgh;7.77777777777777;43.0;87.0;28.92;41.0;85.0;11.5
2016;1;3;15;Edinburgh;7.5;42.0;87.0;28.89;39.5;80.0;12.0
2016;1;3;16;Edinburgh;7.77777777777777;40.0;78.5;28.89;40.5;100.0;12.5
2016;1;3;17;Edinburgh;7.5;41.0;84.0;28.875;39.0;95.0;15.0
2016;1;3;18;Edinburgh;7.22222222222222;42.0;90.0;28.86;38.5;70.0;12.0
2016;1;3;19;Edinburgh;7.5;42.0;87.0;28.845;39.0;90.0;14.0
2016;1;3;20;Edinburgh;7.22222222222222;41.0;87.0;28.83;38.5;85.0;13.5
2016;1;3;21;Edinburgh;7.22222222222222;42.0;90.0;28.8;38.0;80.0;13.5
2016;1;3;22;Edinburgh;7.22222222222222;42.0;90.0;28.8;38.0;80.0;14.5
2016;1;3;23;Edinburgh;7.22222222222222;41.0;87.0;28.77;37.5;90.0;16.0
2016;1;4;0;Edinburgh;7.22222222222222;43.0;93.0;28.77;37.0;90.0;16.5
2016;1;4;1;Edinburgh;7.22222222222222;43.0;93.0;28.77;37.5;100.0;15.0
2016;1;4;2;Edinburgh;7.22222222222222;43.0;93.0;28.8;40.0;110.0;8.5
2016;1;4;3;Edinburgh;7.22222222222222;41.0;87.0;28.83;40.0;110.0;9.0
2016;1;4;4;Edinburgh;7.22222222222222;41.0;87.0;28.83;39.5;90.0;10.5
2016;1;4;5;Edinburgh;7.22222222222222;42.0;90.0;28.83;39.5;75.0;10.5
2016;1;4;6;Edinburgh;7.22222222222222;43.0;93.0;28.83;38.5;90.0;12.5
2016;1;4;7;Edinburgh;7.22222222222222;41.0;87.0;28.845;37.5;90.0;15.0
2016;1;4;8;Edinburgh;7.22222222222222;41.0;87.0;28.86;37.5;90.0;15.5
2016;1;4;9;Edinburgh;7.22222222222222;41.0;87.0;28.875;37.5;80.0;16.0
2016;1;4;10;Edinburgh;7.22222222222222;41.0;87.0;28.89;37.0;90.0;17.0
2016;1;4;11;Edinburgh;7.22222222222222;41.0;87.0;28.875;37.0;80.0;17.0
2016;1;4;12;Edinburgh;7.22222222222222;42.0;90.0;28.86;38.0;80.0;15.0
2016;1;4;13;Edinburgh;7.22222222222222;42.0;90.0;28.86;37.5;75.0;15.0
2016;1;4;14;Edinburgh;7.22222222222222;42.0;90.0;28.86;38.0;85.0;14.0
2016;1;4;15;Edinburgh;7.22222222222222;42.0;90.0;28.89;38.0;80.0;13.5
2016;1;4;16;Edinburgh;7.22222222222222;42.0;90.0;28.89;38.5;85.0;13.5
2016;1;4;17;Edinburgh;7.22222222222222;41.0;87.0;28.905;38.0;85.0;14.5
2016;1;4;18;Edinburgh;7.22222222222222;41.0;87.0;28.92;37.0;80.0;16.5
2016;1;4;19;Edinburgh;6.11111111111111;41.0;93.0;28.935;35.0;80.0;16.5
2016;1;4;20;Edinburgh;6.11111111111111;41.0;93.0;28.95;34.5;80.0;19.0
2016;1;4;21;Edinburgh;6.11111111111111;41.0;93.0;28.95;34.5;80.0;18.5
2016;1;4;22;Edinburgh;6.11111111111111;41.0;93.0;28.95;35.0;80.0;16.5
2016;1;4;23;Edinburgh;6.11111111111111;40.0;90.0;28.95;35.0;85.0;18.0
2016;1;5;0;Edinburgh;6.11111111111111;41.0;93.0;28.95;34.5;80.0;19.0
2016;1;5;1;Edinburgh;6.11111111111111;41.0;93.0;28.95;34.5;80.0;19.0
2016;1;5;2;Edinburgh;6.11111111111111;40.0;90.0;28.98;34.0;80.0;20.5
2016;1;5;3;Edinburgh;6.11111111111111;39.0;87.0;28.98;35.0;80.0;18.0
2016;1;5;4;Edinburgh;5.55555555555555;39.0;90.0;28.98;33.5;80.0;19.0
2016;1;5;5;Edinburgh;6.11111111111111;40.0;90.0;28.98;35.0;75.0;18.0
2016;1;5;6;Edinburgh;5.55555555555555;39.0;90.0;28.99;33.0;75.0;20.5
2016;1;5;7;Edinburgh;5.0;39.0;93.0;29.0;32.0;80.0;20.5
2016;1;5;8;Edinburgh;5.55555555555555;39.0;90.0;29.03;33.0;70.0;20.5
2016;1;5;9;Edinburgh;6.11111111111111;39.0;87.0;29.03;34.0;70.0;21.5
2016;1;5;10;Edinburgh;6.11111111111111;40.0;90.0;29.045;34.5;70.0;19.5
2016;1;5;11;Edinburgh;6.11111111111111;41.0;93.0;29.06;35.0;70.0;16.0
2016;1;5;12;Edinburgh;6.11111111111111;41.0;93.0;29.06;35.0;70.0;17.5
2016;1;5;13;Edinburgh;6.11111111111111;41.0;93.0;29.06;35.0;70.0;15.5
2016;1;5;14;Edinburgh;6.11111111111111;41.0;93.0;29.06;35.0;70.0;16.0
2016;1;5;15;Edinburgh;6.11111111111111;41.0;93.0;29.09;35.0;55.0;15.5
2016;1;5;16;Edinburgh;6.11111111111111;43.0;100.0;29.105;35.0;65.0;15.5
2016;1;5;17;Edinburgh;6.11111111111111;43.0;100.0;29.12;36.0;75.0;14.0
2016;1;5;18;Edinburgh;6.11111111111111;41.0;93.0;29.15;35.5;70.0;14.5
2016;1;5;19;Edinburgh;6.11111111111111;42.0;96.5;29.15;35.0;55.0;16.0
2016;1;5;20;Edinburgh;6.66666666666666;43.0;96.5;29.165;37.5;65.0;11.5
2016;1;5;21;Edinburgh;6.11111111111111;41.0;93.0;29.18;37.0;75.0;11.0
2016;1;5;22;Edinburgh;5.55555555555555;39.0;90.0;29.21;36.0;75.0;10.5
2016;1;5;23;Edinburgh;5.0;39.0;93.0;29.21;35.5;65.0;8.5
2016;1;6;0;Edinburgh;6.11111111111111;41.0;93.0;29.21;37.0;65.0;10.5
2016;1;6;1;Edinburgh;6.11111111111111;40.0;90.0;29.24;37.0;80.0;9.5
2016;1;6;2;Edinburgh;6.11111111111111;39.0;87.0;29.24;36.5;80.0;12.5
2016;1;6;3;Edinburgh;6.11111111111111;39.0;87.0;29.255;36.5;75.0;11.5
2016;1;6;4;Edinburgh;6.11111111111111;39.0;87.0;29.27;39.0;65.0;6.5
2016;1;6;5;Edinburgh;6.11111111111111;39.0;87.0;29.27;37.0;90.0;9.5
2016;1;6;6;Edinburgh;6.11111111111111;39.0;87.0;29.3;37.0;90.0;11.0
2016;1;6;7;Edinburgh;6.11111111111111;39.0;87.0;29.3;36.5;85.0;12.5
2016;1;6;8;Edinburgh;6.11111111111111;39.0;87.0;29.3;36.5;85.0;12.0
2016;1;6;9;Edinburgh;6.11111111111111;39.0;87.0;29.3149999999999;36.0;105.0;13.0
2016;1;6;10;Edinburgh;6.11111111111111;39.0;87.0;29.33;35.0;110.0;15.0
2016;1;6;11;Edinburgh;6.11111111111111;39.0;87.0;29.33;36.0;110.0;13.0
2016;1;6;12;Edinburgh;6.11111111111111;39.0;87.0;29.285;36.0;105.0;14.0
2016;1;6;13;Edinburgh;6.11111111111111;39.0;87.0;29.255;35.5;110.0;15.5
2016;1;6;14;Edinburgh;6.11111111111111;39.0;87.0;29.24;35.0;110.0;16.5
2016;1;6;15;Edinburgh;6.11111111111111;39.0;87.0;29.24;36.5;115.0;11.5
2016;1;6;16;Edinburgh;5.55555555555555;39.0;90.0;29.24;36.0;105.0;10.5
2016;1;6;17;Edinburgh;5.0;41.0;100.0;29.195;34.5;90.0;11.0
2016;1;6;18;Edinburgh;6.11111111111111;40.0;90.0;29.18;37.0;105.0;9.5
2016;1;6;19;Edinburgh;6.11111111111111;40.0;90.0;29.15;36.5;105.0;12.0
2016;1;6;20;Edinburgh;6.11111111111111;41.0;93.0;29.12;37.0;100.0;11.0
2016;1;6;21;Edinburgh;7.22222222222222;41.0;87.0;29.09;38.0;110.0;14.0
2016;1;6;22;Edinburgh;6.66666666666666;41.0;90.0;29.06;37.0;100.0;14.5
2016;1;6;23;Edinburgh;6.66666666666666;41.0;90.0;29.015;37.0;90.0;14.5
2016;1;7;0;Edinburgh;7.22222222222222;40.0;84.0;28.99;38.0;110.0;14.5
2016;1;7;1;Edinburgh;7.22222222222222;39.0;81.0;28.95;38.0;105.0;13.5
2016;1;7;2;Edinburgh;7.22222222222222;39.0;81.0;28.935;39.0;100.0;11.0
2016;1;7;3;Edinburgh;7.22222222222222;37.0;76.0;28.89;37.5;110.0;16.5
2016;1;7;4;Edinburgh;7.22222222222222;37.0;76.0;28.86;38.0;105.0;14.0
2016;1;7;5;Edinburgh;6.11111111111111;39.0;87.0;28.83;35.0;100.0;16.0
2016;1;7;6;Edinburgh;6.11111111111111;39.0;87.0;28.785;35.0;95.0;16.0
2016;1;7;7;Edinburgh;6.11111111111111;39.0;87.0;28.77;35.0;100.0;15.0
2016;1;7;8;Edinburgh;6.11111111111111;37.0;81.0;28.77;36.0;100.0;13.5
2016;1;7;9;Edinburgh;6.11111111111111;37.0;81.0;28.77;37.0;95.0;9.5
2016;1;7;10;Edinburgh;6.66666666666666;37.0;78.5;28.77;38.5;110.0;8.5
2016;1;7;11;Edinburgh;6.66666666666666;39.0;84.0;28.785;40.0;200.0;6.0
2016;1;7;12;Edinburgh;6.11111111111111;41.0;93.0;28.8149999999999;39.0;265.0;6.5
2016;1;7;13;Edinburgh;4.44444444444444;37.0;90.0;28.845;32.5;260.0;13.0
2016;1;7;14;Edinburgh;3.88888888888888;37.0;93.0;28.89;31.5;265.0;13.0
2016;1;7;15;Edinburgh;4.44444444444444;36.5;87.0;28.905;33.5;265.0;9.5
2016;1;7;16;Edinburgh;5.0;37.0;87.0;28.935;35.0;255.0;10.0
2016;1;7;17;Edinburgh;5.0;37.0;87.0;28.95;35.0;265.0;10.0
2016;1;7;18;Edinburgh;5.0;37.0;87.0;28.98;35.0;270.0;9.5
2016;1;7;19;Edinburgh;5.0;36.5;84.0;29.0;34.5;270.0;10.5
2016;1;7;20;Edinburgh;4.44444444444444;36.0;84.0;29.015;33.0;260.0;12.5
2016;1;7;21;Edinburgh;3.88888888888888;36.0;87.0;29.045;32.0;255.0;12.0
2016;1;7;22;Edinburgh;3.88888888888888;36.0;87.0;29.075;32.0;250.0;12.5
2016;1;7;23;Edinburgh;2.77777777777777;34.0;87.0;29.105;29.0;250.0;13.5
2016;1;8;0;Edinburgh;2.5;34.0;90.0;29.12;28.0;255.0;13.5
2016;1;8;1;Edinburgh;2.22222222222222;34.0;93.0;29.15;27.0;245.0;13.0
2016;1;8;2;Edinburgh;2.22222222222222;32.0;87.0;29.15;29.0;255.0;8.5
2016;1;8;3;Edinburgh;1.11111111111111;32.0;93.0;29.18;27.5;255.0;7.5
2016;1;8;4;Edinburgh;1.11111111111111;32.0;93.0;29.18;31.5;270.0;4.0
2016;1;8;5;Edinburgh;1.11111111111111;32.0;93.0;29.18;30.0;280.0;5.0
2016;1;8;6;Edinburgh;0.555555555555555;30.0;90.0;29.18;31.0;295.0;3.5
2016;1;8;7;Edinburgh;-1.11111111111111;29.0;96.5;29.18;30.0;160.0;1.0
2016;1;8;8;Edinburgh;-2.22222222222222;27.0;93.0;29.18;28.0;180.0;1.5
2016;1;8;9;Edinburgh;-2.22222222222222;27.0;93.0;29.18;28.0;;1.5
2016;1;8;10;Edinburgh;-1.66666666666666;28.0;96.5;29.18;29.0;70.0;1.5
2016;1;8;11;Edinburgh;-0.555555555555555;30.0;96.5;29.165;31.0;270.0;1.0
2016;1;8;12;Edinburgh;0.0;30.0;93.0;29.15;32.0;;1.5
2016;1;8;13;Edinburgh;0.555555555555555;32.0;96.5;29.12;31.0;55.0;4.0
2016;1;8;14;Edinburgh;1.66666666666666;32.0;90.0;29.12;31.0;105.0;5.0
2016;1;8;15;Edinburgh;2.22222222222222;32.0;87.0;29.12;34.0;115.0;3.5
2016;1;8;16;Edinburgh;1.66666666666666;32.0;90.0;29.12;35.0;;2.0
2016;1;8;17;Edinburgh;1.66666666666666;32.0;90.0;29.15;33.0;240.0;4.0
2016;1;8;18;Edinburgh;1.11111111111111;32.0;93.0;29.15;29.5;250.0;5.5
2016;1;8;19;Edinburgh;1.11111111111111;32.0;93.0;29.15;34.0;265.0;3.0
2016;1;8;20;Edinburgh;1.11111111111111;32.0;93.0;29.165;32.0;250.0;3.5
2016;1;8;21;Edinburgh;0.555555555555555;32.0;96.5;29.18;33.0;290.0;2.0
2016;1;8;22;Edinburgh;-0.555555555555555;30.0;96.5;29.15;31.0;285.0;2.0
2016;1;8;23;Edinburgh;-1.66666666666666;29.0;100.0;29.15;26.5;255.0;4.0
2016;1;9;0;Edinburgh;-1.11111111111111;29.0;96.5;29.165;30.0;;0.0
2016;1;9;1;Edinburgh;-0.555555555555555;31.0;100.0;29.15;31.0;;0.0
2016;1;9;2;Edinburgh;0.0;32.0;100.0;29.15;32.0;;0.0
2016;1;9;3;Edinburgh;-0.555555555555555;30.0;96.5;29.15;31.0;;0.0
2016;1;9;4;Edinburgh;-1.11111111111111;30.0;100.0;29.12;30.0;;0.0
2016;1;9;5;Edinburgh;-1.11111111111111;29.0;96.5;29.12;30.0;;0.0
2016;1;9;6;Edinburgh;-1.11111111111111;30.0;100.0;29.12;30.0;;0.0
2016;1;9;7;Edinburgh;-1.11111111111111;30.0;100.0;29.09;30.0;;0.0
2016;1;9;8;Edinburgh;-1.11111111111111;30.0;100.0;29.06;30.0;;0.0
2016;1;9;9;Edinburgh;-0.555555555555555;31.0;100.0;29.075;31.0;;0.0
2016;1;9;10;Edinburgh;0.0;32.0;100.0;29.06;32.0;;0.0
2016;1;9;11;Edinburgh;1.11111111111111;34.0;100.0;29.03;32.0;90.0;3.5
2016;1;9;12;Edinburgh;2.22222222222222;36.0;100.0;29.0;36.0;;0.5
2016;1;9;13;Edinburgh;2.77777777777777;37.0;100.0;28.98;32.0;90.0;7.0
2016;1;9;14;Edinburgh;2.77777777777777;37.0;100.0;28.95;31.5;80.0;7.5
2016;1;9;15;Edinburgh;2.77777777777777;36.5;96.5;28.92;32.0;85.0;7.0
2016;1;9;16;Edinburgh;2.77777777777777;36.0;93.0;28.89;32.0;60.0;7.0
2016;1;9;17;Edinburgh;2.77777777777777;36.0;93.0;28.875;32.0;80.0;7.0
2016;1;9;18;Edinburgh;2.77777777777777;37.0;100.0;28.845;33.0;50.0;6.0
2016;1;9;19;Edinburgh;2.77777777777777;36.5;96.5;28.8149999999999;35.5;55.0;4.0
2016;1;9;20;Edinburgh;3.88888888888888;38.0;96.5;28.785;34.0;65.0;7.0
2016;1;9;21;Edinburgh;5.0;41.0;100.0;28.725;34.5;70.0;10.5
2016;1;9;22;Edinburgh;5.0;41.0;100.0;28.665;34.5;45.0;11.5
2016;1;9;23;Edinburgh;6.11111111111111;41.0;93.0;28.575;35.0;40.0;15.5
2016;1;10;0;Edinburgh;6.11111111111111;41.0;93.0;28.52;38.0;70.0;8.0
2016;1;10;1;Edinburgh;5.55555555555555;41.0;96.5;28.48;38.5;135.0;5.5
2016;1;10;2;Edinburgh;5.0;40.0;96.5;28.465;36.5;185.0;6.5
2016;1;10;3;Edinburgh;3.88888888888888;36.0;87.0;28.45;39.0;160.0;3.0
2016;1;10;4;Edinburgh;3.88888888888888;36.5;90.0;28.45;34.5;100.0;6.5
2016;1;10;5;Edinburgh;3.88888888888888;37.0;93.0;28.435;35.5;55.0;5.5
2016;1;10;6;Edinburgh;3.88888888888888;37.0;93.0;28.42;37.5;155.0;3.0
2016;1;10;7;Edinburgh;2.77777777777777;36.0;93.0;28.42;32.5;195.0;6.5
2016;1;10;8;Edinburgh;2.5;34.0;90.0;28.45;31.5;205.0;6.5
2016;1;10;9;Edinburgh;2.22222222222222;34.0;93.0;28.45;30.0;225.0;7.0
2016;1;10;10;Edinburgh;2.22222222222222;36.0;100.0;28.45;29.5;235.0;7.5
2016;1;10;11;Edinburgh;2.22222222222222;36.0;100.0;28.45;29.0;260.0;8.0
2016;1;10;12;Edinburgh;2.5;35.0;93.0;28.48;28.5;250.0;12.5
2016;1;10;13;Edinburgh;2.22222222222222;34.0;93.0;28.495;26.5;250.0;14.5
2016;1;10;14;Edinburgh;2.5;35.0;93.0;28.51;29.5;250.0;9.0
2016;1;10;15;Edinburgh;2.77777777777777;36.0;93.0;28.53;30.0;255.0;11.5
2016;1;10;16;Edinburgh;3.33333333333333;36.5;93.0;28.56;30.0;245.0;13.0
2016;1;10;17;Edinburgh;2.5;35.0;93.0;28.59;27.0;230.0;15.5
2016;1;10;18;Edinburgh;2.22222222222222;35.0;96.5;28.62;28.0;220.0;12.0
2016;1;10;19;Edinburgh;2.22222222222222;36.0;100.0;28.62;31.5;235.0;5.5
2016;1;10;20;Edinburgh;3.88888888888888;36.0;87.0;28.62;30.5;225.0;15.5
2016;1;10;21;Edinburgh;3.88888888888888;36.0;87.0;28.65;30.0;220.0;16.5
2016;1;10;22;Edinburgh;3.88888888888888;34.0;81.0;28.68;31.5;230.0;12.0
2016;1;10;23;Edinburgh;3.88888888888888;34.0;81.0;28.68;31.5;210.0;13.5
2016;1;11;0;Edinburgh;3.88888888888888;34.0;81.0;28.68;32.0;205.0;12.0
2016;1;11;1;Edinburgh;3.88888888888888;34.0;81.0;28.68;31.5;215.0;12.5
2016;1;11;2;Edinburgh;3.88888888888888;34.0;81.0;28.68;32.0;215.0;12.5
2016;1;11;3;Edinburgh;3.88888888888888;34.0;81.0;28.68;32.5;200.0;11.0
2016;1;11;4;Edinburgh;2.77777777777777;34.0;87.0;28.68;34.0;210.0;5.5
2016;1;11;5;Edinburgh;2.77777777777777;33.0;84.0;28.68;35.0;190.0;4.0
2016;1;11;6;Edinburgh;2.22222222222222;32.0;87.0;28.71;33.0;240.0;5.0
2016;1;11;7;Edinburgh;2.22222222222222;34.0;93.0;28.71;34.0;240.0;3.5
2016;1;11;8;Edinburgh;2.77777777777777;34.0;87.0;28.725;35.0;220.0;4.5
2016;1;11;9;Edinburgh;3.05555555555555;35.0;90.0;28.74;36.0;200.0;3.5
2016;1;11;10;Edinburgh;4.44444444444444;36.0;84.0;28.77;38.0;220.0;4.0
2016;1;11;11;Edinburgh;5.0;36.0;81.0;28.77;36.5;225.0;7.0
2016;1;11;12;Edinburgh;6.11111111111111;37.0;81.0;28.77;37.0;225.0;10.5
2016;1;11;13;Edinburgh;5.55555555555555;37.0;84.0;28.77;35.5;230.0;11.5
2016;1;11;14;Edinburgh;5.0;36.5;84.0;28.77;36.0;220.0;8.0
2016;1;11;15;Edinburgh;5.0;36.5;84.0;28.8;36.0;215.0;8.0
2016;1;11;16;Edinburgh;4.44444444444444;36.5;87.0;28.8;36.5;210.0;5.5
2016;1;11;17;Edinburgh;3.88888888888888;36.0;87.0;28.8;35.0;210.0;6.0
2016;1;11;18;Edinburgh;4.44444444444444;36.0;84.0;28.83;40.0;350.0;1.5
2016;1;11;19;Edinburgh;3.88888888888888;36.0;87.0;28.83;39.0;200.0;2.0
2016;1;11;20;Edinburgh;3.88888888888888;36.5;90.0;28.86;39.0;;3.0
2016;1;11;21;Edinburgh;3.33333333333333;37.0;96.5;28.875;38.0;90.0;2.5
2016;1;11;22;Edinburgh;2.77777777777777;36.5;96.5;28.905;37.0;170.0;2.0
2016;1;11;23;Edinburgh;2.77777777777777;36.0;93.0;28.935;37.0;;1.5
2016;1;12;0;Edinburgh;2.77777777777777;36.0;93.0;28.95;37.0;290.0;2.0
2016;1;12;1;Edinburgh;2.77777777777777;36.0;93.0;28.98;37.0;270.0;1.5
2016;1;12;2;Edinburgh;2.77777777777777;36.5;96.5;29.0;37.0;250.0;2.0
2016;1;12;3;Edinburgh;2.22222222222222;36.0;100.0;29.015;36.0;250.0;2.5
2016;1;12;4;Edinburgh;3.33333333333333;36.0;90.0;29.03;34.0;305.0;6.0
2016;1;12;5;Edinburgh;4.44444444444444;36.0;84.0;29.045;34.0;330.0;9.5
2016;1;12;6;Edinburgh;3.33333333333333;36.0;90.0;29.075;33.5;330.0;7.0
2016;1;12;7;Edinburgh;3.33333333333333;36.0;90.0;29.105;34.0;325.0;6.5
2016;1;12;8;Edinburgh;3.33333333333333;36.0;90.0;29.1349999999999;32.0;345.0;9.0
2016;1;12;9;Edinburgh;3.33333333333333;36.5;93.0;29.18;33.5;345.0;6.5
2016;1;12;10;Edinburgh;3.88888888888888;37.0;93.0;29.225;34.5;355.0;6.5
2016;1;12;11;Edinburgh;3.88888888888888;37.0;93.0;29.24;35.0;330.0;6.0
2016;1;12;12;Edinburgh;5.0;37.0;87.0;29.27;37.5;330.0;5.5
2016;1;12;13;Edinburgh;5.0;37.0;87.0;29.3;37.0;345.0;6.0
2016;1;12;14;Edinburgh;5.55555555555555;37.0;84.0;29.33;39.0;315.0;5.0
2016;1;12;15;Edinburgh;5.55555555555555;37.0;84.0;29.36;38.0;330.0;6.5
2016;1;12;16;Edinburgh;5.0;37.0;87.0;29.405;38.0;310.0;5.0
2016;1;12;17;Edinburgh;4.44444444444444;36.0;84.0;29.435;38.5;295.0;4.0
2016;1;12;18;Edinburgh;3.88888888888888;36.5;90.0;29.45;37.0;255.0;4.5
2016;1;12;19;Edinburgh;2.5;35.0;93.0;29.46;34.0;255.0;4.5
2016;1;12;20;Edinburgh;2.77777777777777;36.0;93.0;29.485;32.0;255.0;7.0
2016;1;12;21;Edinburgh;2.77777777777777;36.0;93.0;29.515;32.5;250.0;6.5
2016;1;12;22;Edinburgh;2.77777777777777;36.0;93.0;29.53;33.5;245.0;5.5
2016;1;12;23;Edinburgh;2.77777777777777;36.0;93.0;29.56;32.0;240.0;7.0
2016;1;13;0;Edinburgh;2.5;35.0;93.0;29.56;31.5;245.0;6.5
2016;1;13;1;Edinburgh;2.22222222222222;34.0;93.0;29.575;29.5;245.0;8.0
2016;1;13;2;Edinburgh;1.66666666666666;32.0;90.0;29.59;27.5;250.0;10.0
2016;1;13;3;Edinburgh;1.11111111111111;30.0;87.0;29.605;26.5;235.0;8.5
2016;1;13;4;Edinburgh;0.555555555555555;30.0;90.0;29.62;25.0;225.0;9.0
2016;1;13;5;Edinburgh;0.0;30.0;93.0;29.62;26.0;245.0;6.5
2016;1;13;6;Edinburgh;0.0;30.0;93.0;29.62;24.0;250.0;9.0
2016;1;13;7;Edinburgh;-0.555555555555555;29.0;93.0;29.62;22.5;245.0;10.0
2016;1;13;8;Edinburgh;0.0;30.0;93.0;29.65;25.5;260.0;7.5
2016;1;13;9;Edinburgh;1.11111111111111;30.0;87.0;29.65;28.0;265.0;7.0
2016;1;13;10;Edinburgh;1.11111111111111;32.0;93.0;29.65;26.5;250.0;8.5
2016;1;13;11;Edinburgh;2.22222222222222;33.0;90.0;29.6349999999999;30.5;250.0;6.5
2016;1;13;12;Edinburgh;2.77777777777777;34.0;87.0;29.62;35.0;250.0;4.5
2016;1;13;13;Edinburgh;2.77777777777777;34.0;87.0;29.59;35.5;295.0;3.0
2016;1;13;14;Edinburgh;2.77777777777777;34.0;87.0;29.59;35.5;60.0;2.5
2016;1;13;15;Edinburgh;2.77777777777777;34.0;87.0;29.56;34.0;60.0;5.0
2016;1;13;16;Edinburgh;2.77777777777777;34.0;87.0;29.545;33.0;60.0;6.0
2016;1;13;17;Edinburgh;2.22222222222222;34.0;93.0;29.53;29.0;75.0;8.0
2016;1;13;18;Edinburgh;2.22222222222222;34.0;93.0;29.515;29.5;85.0;7.5
2016;1;13;19;Edinburgh;1.66666666666666;34.0;96.5;29.5;28.5;65.0;7.5
2016;1;13;20;Edinburgh;1.11111111111111;34.0;100.0;29.5;28.0;60.0;7.0
2016;1;13;21;Edinburgh;1.66666666666666;34.0;96.5;29.5;28.5;50.0;7.5
2016;1;13;22;Edinburgh;1.11111111111111;34.0;100.0;29.5;27.5;30.0;7.5
2016;1;13;23;Edinburgh;1.11111111111111;34.0;100.0;29.47;26.0;20.0;9.5
2016;1;14;0;Edinburgh;1.11111111111111;32.0;93.0;29.47;25.5;20.0;11.5
2016;1;14;1;Edinburgh;1.11111111111111;31.0;90.0;29.5;25.5;20.0;11.0
2016;1;14;2;Edinburgh;1.11111111111111;30.0;87.0;29.5;25.0;30.0;13.0
2016;1;14;3;Edinburgh;1.11111111111111;30.0;87.0;29.515;26.5;25.0;10.0
2016;1;14;4;Edinburgh;1.66666666666666;30.0;84.0;29.53;31.5;20.0;5.5
