year;month;day;hour;Tint;hum_value;central_heat_flow_value;central_heat_return_value;gas_value;radiator_input_value;radiator_output_value;Day sin;Day cos;Year sin;Year cos;Text;dewPt;rh;pressure;wind_x;wind_y
2018;3;12;14;27.5;375.0;;;;;;0.8798709369759704;-0.47521272527682584;-0.8912363452579304;0.4535391679792243;6.111111111111111;39.0;87.0;29.24;3.2139380484326967;3.83022221559489
2018;3;12;14;27.5;375.0;;;;;;0.8798709369759704;-0.47521272527682584;-0.8912363452579304;0.4535391679792243;6.111111111111111;39.0;87.0;29.27;4.330127018922194;2.4999999999999996
2018;3;12;15;27.9;355.0;36.5;36.1;448.0;;;0.7598731773847701;-0.6500713455392213;-0.6682621101755974;0.7439259049822486;6.111111111111111;37.0;81.0;29.27;;
2018;3;12;15;27.9;355.0;36.5;36.1;448.0;;;0.7598731773847701;-0.6500713455392213;-0.6682621101755974;0.7439259049822486;6.111111111111111;37.0;81.0;29.27;4.330127018922194;2.4999999999999996
2018;3;12;16;27.4;353.0;60.6;55.7;9515.0;;;0.6057001221065101;-0.7956930074344997;-0.4694577449409882;0.8829549397986978;6.111111111111111;37.0;81.0;29.27;3.2139380484326967;3.83022221559489
2018;3;12;17;27.9;339.0;57.5;53.2;5709.0;;;0.4242857042078186;-0.9055283768081901;-0.12019157986767552;0.9927507160052377;6.111111111111111;37.0;81.0;29.3;;
2018;3;12;17;27.9;339.0;57.5;53.2;5709.0;;;0.4242857042078186;-0.9055283768081901;-0.12019157986767552;0.9927507160052377;5.0;37.0;87.0;29.3;0.766044443118978;0.6427876096865393
2018;3;12;18;28.0;333.0;57.9;53.5;5487.0;;;0.9843853294047998;-0.1760270526157946;0.1224030926321805;0.9924804697897475;5.0;37.0;87.0;29.3;;
2018;3;12;18;28.0;333.0;57.9;53.5;5487.0;;;0.9843853294047998;-0.1760270526157946;0.1224030926321805;0.9924804697897475;5.0;37.0;87.0;29.33;1.9283628290596182;2.298133329356934
2018;3;12;19;28.0;333.0;50.2;48.9;2126.0;;;0.9251288232717336;-0.37965334234253406;0.4714237700188953;0.8819068142730113;5.0;37.0;87.0;29.33;;
2018;3;12;19;28.0;333.0;50.2;48.9;2126.0;;;0.9251288232717336;-0.37965334234253406;0.4714237700188953;0.8819068142730113;5.0;37.0;87.0;29.33;;
2018;3;12;20;27.2;343.0;49.9;47.6;4479.0;;;0.8242646488791473;-0.5662047232301546;0.6699178904045161;0.7424351959032941;5.0;37.0;87.0;29.36;-0.520944533000791;-2.954423259036624
