year;month;day;hour;Tint;hum_value;central_heat_flow_value;central_heat_return_value;gas_value;radiator_input_value;radiator_output_value;Day sin;Day cos;Year sin;Year cos;Text;dewPt;rh;pressure;wind_x;wind_y
2016;10;6;13;21.6;509.0;21.6;21.2;112.0;;;0.07965245857968625;-0.9968226952884908;-0.12129515781079096;0.9926164841929915;13.8888888888888;48.0;72.0;30.33;8.250000000000002;14.289419162443236
2016;10;6;14;20.8;517.0;32.1;;3684.0;;;-0.1323461844571958;-0.9912035550075584;0.24410737170949798;0.9697482101437883;12.7777777777777;49.0;79.5;30.3149999999999;8.750000000000002;15.155444566227676
2016;10;6;15;21.3;518.0;37.1;;;;;-0.33839255792924683;-0.9410050354477926;0.4704430529074079;0.8824303564424548;12.5;50.0;85.0;30.3;7.39581958046224;15.860386273141375
2016;10;6;16;20.7;521.0;25.2;;;;;0.5732495465677355;-0.8193808378036953;0.6690921028112489;0.7431794924213269;12.2222222222222;48.0;82.0;30.3;6.550583056980841;14.047770699068074
2016;10;6;17;20.4;535.0;25.5;;3017.0;;;0.38756963099186537;-0.9218404314917139;0.8917420541282767;0.4525440408392113;11.1111111111111;46.0;82.0;30.3;4.27525179157086;11.746157759823854
2016;10;6;18;20.5;597.0;25.6;;;;;0.18445877149972553;-0.9828402523385029;0.9744757549478922;0.22449276829941656;11.1111111111111;46.0;82.0;30.3;3.7622215765823572;10.336618828644992
2016;10;6;19;20.7;612.0;21.7;;1456.0;;;0.9091320993940342;-0.4165078941045368;0.9899672851194831;-0.14129676002357655;11.1111111111111;46.0;82.0;30.27;3.7622215765823572;10.336618828644992
2016;10;6;20;21.8;589.0;20.4;;4928.0;;;0.8008558563074947;-0.5988571594445452;0.9268116230410072;-0.37552658414031614;11.1111111111111;46.0;82.0;30.27;4.104241719908026;11.2763114494309
2016;10;6;21;22.8;550.0;19.9;;3805.0;;;0.6565611215744694;-0.7542728244056488;0.7295322267064546;-0.6839464381051502;11.1111111111111;46.0;82.0;30.27;4.788282006559363;13.155696691002717
2016;10;6;22;22.3;544.0;19.5;;;;;0.9948908670118705;0.10095624169098523;0.5433681881817258;-0.839494497940343;11.6666666666666;46.0;79.5;30.255;5.9166556643697925;12.688309018513099
2016;10;6;23;21.5;549.0;19.1;;;;;0.9938076568244506;-0.1111140910825218;0.20479122253818563;-0.9788056779419065;12.2222222222222;46.0;77.0;30.24;4.446261863233695;12.216004070216808
2016;10;7;0;21.1;552.0;18.9;;;;;0.948027947880579;-0.318187067677708;-0.036934874824551385;-0.9993176747269582;12.2222222222222;45.5;74.5;30.24;4.788282006559363;13.155696691002717
2016;10;7;1;20.8;555.0;18.7;;;;;0.859610682561942;-0.5109495810991455;-0.3941446365985763;-0.9190484238823199;12.2222222222222;45.5;74.5;30.21;4.959292078222198;13.62554300139567
2016;10;7;2;20.6;557.0;18.5;;;;;0.913339419637571;0.40719909692447137;-0.6038566139297222;-0.7970929618390382;12.2222222222222;45.0;72.0;30.21;3.7622215765823572;10.336618828644992
2016;10;7;3;20.4;559.0;18.3;;;;;0.9786698193035067;0.2054394917839348;-0.8502838280530213;-0.5263244358297459;12.2222222222222;45.0;72.0;30.195;2.907171218268185;7.987387276680221
2016;10;7;4;20.3;560.0;18.2;;;;;0.9999845444462153;-0.005559754373644931;-0.9520040650698562;-0.3060853803932309;12.2222222222222;45.0;72.0;30.18;1.3891854213354433;7.878462024097664
2016;10;7;5;20.2;572.0;18.0;;;;;0.5815898637379132;0.8134821635397518;-0.9983693611399272;0.05708431253026972;11.1111111111111;45.5;79.0;30.18;2.070552360820166;7.7274066103125465
2016;10;7;6;20.2;577.0;23.5;;4703.0;;;0.7400564308619613;0.6725447785388383;-0.9552451151355829;0.2958154323384886;12.2222222222222;46.0;77.0;30.18;2.070552360820166;7.7274066103125465
2016;10;7;7;20.0;564.0;26.3;;224.0;;;0.8652389604616648;0.5013596925354267;-0.7847505739112889;0.6198116945862692;12.2222222222222;45.0;72.0;30.18;1.4760095101689086;8.370865900603768
2016;10;7;8;19.8;565.0;21.5;;;;;0.9515073683450173;0.3076259546675796;-0.612405547592659;0.7905437655675589;12.2222222222222;45.0;72.0;30.18;1.4760095101689086;8.370865900603768
2016;10;7;9;19.7;569.0;19.4;;;;;0.2978359803901154;0.9546170587125807;-0.2868205047040831;0.9579843412505734;12.2222222222222;44.0;69.5;30.18;2.070552360820166;7.7274066103125465
2016;10;7;10;19.6;572.0;18.7;;;;;0.4924456339710965;0.8703432067769615;-0.04769445537017749;0.9988619719095037;13.3333333333333;46.0;69.5;30.18;3.0781812899310195;8.457233587073175
2016;10;7;11;19.7;590.0;18.4;;;;;0.6649075454661084;0.7469256696500898;0.31502322586398196;0.9490839621267713;13.8888888888888;47.0;69.5;30.18;4.104241719908026;11.2763114494309
2016;10;7;12;19.6;593.0;18.3;;;;;-0.22632620642137016;0.9740515634641276;0.5342961039853826;0.8452973874714397;13.3333333333333;50.0;79.5;30.18;5.705346533499442;12.235155124994774
2016;10;7;13;19.5;587.0;18.2;;;;;-0.015831156430085036;0.9998746793904155;0.8027355875921215;0.5963351208952323;12.7777777777777;51.0;85.0;30.15;6.250000000000002;10.825317547305483
2016;10;7;14;19.4;589.0;18.0;;;;;0.1953758998119383;0.9807284322240665;0.9227138067795022;0.38548570761894596;13.3333333333333;52.0;85.0;30.15;4.750000000000001;8.227241335952167
2016;10;7;15;19.3;588.0;18.0;;;;;-0.6882206903547844;0.7255013999763087;0.9996207851416793;0.027536991715375908;12.5;52.0;91.0;30.15;4.750000000000001;8.227241335952167
2016;10;7;16;19.3;599.0;17.8;;;;;-0.5197524205296878;0.8543169326154846;0.9768368253438525;-0.2139855524378778;12.2222222222222;52.0;94.0;30.15;2.7500000000000004;4.763139720814412
2016;10;7;17;20.0;628.0;17.8;;;;;-0.3279082859098892;0.9447095617339958;0.8965638222906948;-0.44291456575676036;12.7777777777777;51.0;85.0;30.15;-0.6972459419812659;7.969557584733964
2016;10;7;18;21.5;598.0;18.0;;;;;-0.1213164763323089;0.99261387889265;0.6770566556465274;-0.7359308969222176;12.2222222222222;49.0;85.0;30.165;1.4760095101689086;8.370865900603768
2016;10;7;19;22.4;601.0;18.3;;;;;-0.8806774766185992;0.47371635202586865;0.47991872737681684;-0.8773129516387049;12.2222222222222;50.0;88.0;30.18;1.2940952255126037;4.8296291314453415
2016;10;7;20;22.8;607.0;18.5;;;;;-0.7609771313883489;0.6487787030289756;0.131982182079415;-0.9912520888318753;12.2222222222222;48.0;82.0;30.18;2.052120859954013;5.63815572471545
