year;month;day;hour;Tint;hum_value;central_heat_flow_value;central_heat_return_value;gas_value;radiator_input_value;radiator_output_value;Day sin;Day cos;Year sin;Year cos;Text;dewPt;rh;pressure;wind_x;wind_y
2018;4;11;19;22.5;519.0;53.1;44.9;5264.0;;;-0.714015259557562;0.700130137273741;-0.877742590731857;0.4791324915045188;5.0;39.0;93.0;29.8;4.446261863233695;12.216004070216808
2018;4;11;19;22.5;519.0;53.1;44.9;5264.0;;;-0.714015259557562;0.700130137273741;-0.877742590731857;0.4791324915045188;5.0;39.0;93.0;29.8;4.788282006559363;13.155696691002717
2018;4;11;20;23.5;496.0;47.3;40.7;3919.0;;;-0.9838267437669741;-0.1791226904913857;-0.6464608958750827;0.7629471214339729;5.0;39.0;93.0;29.83;7.000000000000002;12.12435565298214
2018;4;11;21;23.6;491.0;44.2;38.3;4143.0;;;-0.9994758818233401;0.032372235842720296;-0.4437176793640186;0.8961666257007176;5.0;39.0;93.0;29.83;7.000000000000002;12.12435565298214
2018;4;11;21;23.6;491.0;44.2;38.3;4143.0;;;-0.9994758818233401;0.032372235842720296;-0.4437176793640186;0.8961666257007176;5.0;39.0;93.0;29.8;6.500000000000002;11.258330249197702
2018;4;11;22;23.4;489.0;43.3;38.2;2576.0;;;-0.970173592707404;0.24241122088964492;-0.09142134660444172;0.9958123002780346;5.0;39.0;93.0;29.8;6.500000000000002;11.258330249197702
2018;4;11;22;23.4;489.0;43.3;38.2;2576.0;;;-0.970173592707404;0.24241122088964492;-0.09142134660444172;0.9958123002780346;5.0;39.0;93.0;29.8;7.500000000000002;12.990381056766578
2018;4;11;23;22.1;492.0;31.7;31.4;;;;-0.7578245361382465;-0.6524584066642497;0.15106396981386436;0.9885239890989372;5.0;39.0;93.0;29.8;8.000000000000002;13.856406460551018
2018;4;11;23;22.1;492.0;31.7;31.4;;;;-0.7578245361382465;-0.6524584066642497;0.15106396981386436;0.9885239890989372;5.0;39.0;93.0;29.8;7.000000000000002;12.12435565298214
2018;4;12;0;20.8;502.0;24.8;25.8;;;;-0.8783717419844832;-0.47797811966986986;0.49673970791565447;0.8678995694087365;5.0;41.0;100.0;29.8;6.000000000000002;10.392304845413264
2018;4;12;0;20.8;502.0;24.8;25.8;;;;-0.8783717419844832;-0.47797811966986986;0.49673970791565447;0.8678995694087365;5.0;41.0;100.0;29.8;8.000000000000002;13.856406460551018
2018;4;12;1;20.0;514.0;21.9;22.7;;;;-0.9594141792734306;-0.2820007670363496;0.691115884033431;0.7227439621585843;5.0;41.0;100.0;29.77;7.000000000000002;12.12435565298214
2018;4;12;1;20.0;514.0;21.9;22.7;;;;-0.9594141792734306;-0.2820007670363496;0.691115884033431;0.7227439621585843;5.0;41.0;100.0;29.77;6.000000000000002;10.392304845413264
2018;4;12;3;19.0;528.0;19.2;19.4;;;;-0.5156067202212636;-0.8568253673081064;0.9807799049304656;0.19511734439712644;5.0;41.0;100.0;29.77;7.500000000000002;12.990381056766578
2018;4;12;3;19.0;528.0;19.2;19.4;;;;-0.5156067202212636;-0.8568253673081064;0.9807799049304656;0.19511734439712644;5.0;41.0;100.0;29.74;7.500000000000002;12.990381056766578
2018;4;12;4;18.7;529.0;18.4;18.6;;;;-0.6846971888685309;-0.728827661080129;0.9852758060253712;-0.17097247164691476;5.0;41.0;100.0;29.74;5.472322293210701;15.035081932574533
2018;4;12;4;18.7;529.0;18.4;18.6;;;;-0.6846971888685309;-0.728827661080129;0.9852758060253712;-0.17097247164691476;5.0;41.0;100.0;29.74;8.500000000000002;14.722431864335457
2018;4;12;5;18.4;529.0;17.8;17.8;112.0;;;-0.8229934018661718;-0.5680509312418613;0.9151121791811828;-0.40319932975423806;5.0;41.0;100.0;29.74;4.788282006559363;13.155696691002717
2018;4;12;5;18.4;529.0;17.8;17.8;112.0;;;-0.8229934018661718;-0.5680509312418613;0.9151121791811828;-0.40319932975423806;6.111111111111111;39.0;87.0;29.74;2.4310744873370256;13.787308542170912
2018;4;12;6;18.1;531.0;18.6;17.5;;;;-0.010986070847246149;-0.999939651302687;0.7910921432751138;-0.6116970008495928;6.111111111111111;39.0;87.0;29.74;6.000000000000002;10.392304845413264
2018;4;12;6;18.1;531.0;18.6;17.5;;;;-0.010986070847246149;-0.999939651302687;0.7910921432751138;-0.6116970008495928;6.111111111111111;41.0;93.0;29.74;4.500000000000001;7.794228634059947
2018;4;12;7;17.8;532.0;18.4;17.5;;;;-0.2216037758122476;-0.9751367937606268;0.5179038015780869;-0.8554388653264273;6.111111111111111;41.0;93.0;29.74;5.000000000000001;8.660254037844386
2018;4;12;7;17.8;532.0;18.4;17.5;;;;-0.2216037758122476;-0.9751367937606268;0.5179038015780869;-0.8554388653264273;6.111111111111111;41.0;93.0;29.74;6.500000000000002;11.258330249197702
2018;4;12;8;17.6;531.0;18.2;17.1;112.0;;;-0.42225485109594163;-0.9064771595169644;0.2966711814760064;-0.9549796909262681;6.111111111111111;41.0;93.0;29.74;8.000000000000002;13.856406460551018
2018;4;12;9;17.6;536.0;48.9;40.5;4479.0;;;0.49665710696539217;-0.8679468405961087;-0.06693858186504127;-0.9977570978238627;6.111111111111111;41.0;93.0;29.74;9.000000000000002;15.588457268119894
