time;year;month;day;hour;Text;gas;Tint;num
63.0;2017.0;12.0;10.0;6.0;-6.66666666666666;2800.0;20.2;0
64.0;2017.0;12.0;10.0;7.0;-7.5;4032.0;20.2;0
65.0;2017.0;12.0;10.0;8.0;-7.77777777777777;2460.0;20.3;0
66.0;2017.0;12.0;10.0;9.0;-7.77777777777777;3583.0;20.3;0
67.0;2017.0;12.0;10.0;10.0;-5.55555555555555;5376.0;20.4;0
68.0;2017.0;12.0;10.0;11.0;-3.33333333333333;2575.0;20.4;0
69.0;2017.0;12.0;10.0;12.0;-1.66666666666666;3584.0;20.3;0
70.0;2017.0;12.0;10.0;13.0;-1.11111111111111;3584.0;20.2;0
71.0;2017.0;12.0;10.0;14.0;-1.11111111111111;1903.0;20.2;0
72.0;2017.0;12.0;10.0;15.0;-3.05555555555555;5600.0;20.2;0
73.0;2017.0;12.0;10.0;16.0;-5.55555555555555;3582.0;20.3;0
100.0;2017.0;12.0;11.0;23.0;-1.11111111111111;5375.0;21.9;1
101.0;2017.0;12.0;12.0;0.0;-2.22222222222222;6159.0;22.2;1
102.0;2017.0;12.0;12.0;1.0;-1.66666666666666;4144.0;22.4;1
103.0;2017.0;12.0;12.0;2.0;-3.33333333333333;5712.0;22.6;1
104.0;2017.0;12.0;12.0;3.0;-5.0;5039.0;22.7;1
105.0;2017.0;12.0;12.0;4.0;-5.0;4927.0;22.7;1
106.0;2017.0;12.0;12.0;5.0;-5.0;4928.0;22.4;1
107.0;2017.0;12.0;12.0;6.0;-4.44444444444444;4703.0;22.3;1
108.0;2017.0;12.0;12.0;7.0;-2.5;4927.0;22.2;1
109.0;2017.0;12.0;12.0;8.0;-3.33333333333333;4815.0;22.2;1
110.0;2017.0;12.0;12.0;9.0;-2.5;7279.0;22.4;1
142.0;2017.0;12.0;13.0;17.0;1.11111111111111;8843.0;19.5;2
143.0;2017.0;12.0;13.0;18.0;1.66666666666666;8176.0;20.8;2
144.0;2017.0;12.0;13.0;19.0;1.66666666666666;9072.0;21.6;2
145.0;2017.0;12.0;13.0;20.0;1.11111111111111;8399.0;22.6;2
146.0;2017.0;12.0;13.0;21.0;1.11111111111111;7952.0;23.3;2
147.0;2017.0;12.0;13.0;22.0;1.11111111111111;7949.0;23.6;2
