time;year;month;day;hour;Text;gas;Tint;num
233.0;2017.0;7.0;18.0;13.0;20.5555555555555;112.0;24.8;0
234.0;2017.0;7.0;18.0;14.0;18.8888888888888;112.0;25.4;0
235.0;2017.0;7.0;18.0;15.0;18.8888888888888;112.0;26.0;0
236.0;2017.0;7.0;18.0;16.0;24.4444444444444;112.0;26.5;0
237.0;2017.0;7.0;18.0;17.0;23.3333333333333;2910.0;26.6;0
238.0;2017.0;7.0;18.0;18.0;22.5;2210.5;26.6;0
239.0;2017.0;7.0;18.0;19.0;20.5555555555555;1511.0;26.3;0
240.0;2017.0;7.0;18.0;20.0;16.9444444444444;811.5;26.0;0
241.0;2017.0;7.0;18.0;21.0;13.8888888888888;112.0;25.4;0
242.0;2017.0;7.0;18.0;22.0;13.8888888888888;112.0;25.0;0
243.0;2017.0;7.0;18.0;23.0;13.8888888888888;112.0;24.7;0
349.0;2017.0;7.0;23.0;9.0;15.0;112.0;20.4;1
350.0;2017.0;7.0;23.0;10.0;15.0;112.0;20.5;1
351.0;2017.0;7.0;23.0;11.0;16.1111111111111;112.0;20.5;1
352.0;2017.0;7.0;23.0;12.0;15.5555555555555;112.0;21.0;1
353.0;2017.0;7.0;23.0;13.0;15.0;4030.0;20.9;1
354.0;2017.0;7.0;23.0;14.0;16.6666666666666;112.0;20.9;1
355.0;2017.0;7.0;23.0;15.0;17.5;672.0;20.8;1
356.0;2017.0;7.0;23.0;16.0;16.6666666666666;3799.0;20.8;1
357.0;2017.0;7.0;23.0;17.0;15.5555555555555;1456.0;20.5;1
358.0;2017.0;7.0;23.0;18.0;14.4444444444444;5038.0;20.5;1
359.0;2017.0;7.0;23.0;19.0;15.0;112.0;20.7;1
689.0;2017.0;8.0;6.0;13.0;15.0;112.0;19.7;2
690.0;2017.0;8.0;6.0;14.0;15.0;112.0;19.9;2
691.0;2017.0;8.0;6.0;15.0;15.5555555555555;560.0;20.8;2
692.0;2017.0;8.0;6.0;16.0;16.1111111111111;559.0;21.5;2
693.0;2017.0;8.0;6.0;17.0;15.5555555555555;1287.0;21.8;2
694.0;2017.0;8.0;6.0;18.0;13.8888888888888;2015.0;21.5;2
695.0;2017.0;8.0;6.0;19.0;13.3333333333333;112.0;21.1;2
696.0;2017.0;8.0;6.0;20.0;12.7777777777777;672.0;20.9;2
697.0;2017.0;8.0;6.0;21.0;12.2222222222222;784.0;20.7;2
698.0;2017.0;8.0;6.0;22.0;12.5;112.0;20.3;2
699.0;2017.0;8.0;6.0;23.0;12.7777777777777;112.0;20.0;2
1137.0;2017.0;8.0;25.0;8.0;16.1111111111111;112.0;20.9;3
1138.0;2017.0;8.0;25.0;9.0;17.2222222222222;560.0;21.2;3
1139.0;2017.0;8.0;25.0;10.0;16.1111111111111;1008.0;21.3;3
1140.0;2017.0;8.0;25.0;11.0;17.2222222222222;560.0;21.7;3
1141.0;2017.0;8.0;25.0;12.0;16.6666666666666;112.0;21.8;3
1142.0;2017.0;8.0;25.0;13.0;17.2222222222222;392.0;21.6;3
1143.0;2017.0;8.0;25.0;14.0;17.2222222222222;672.0;21.5;3
1144.0;2017.0;8.0;25.0;15.0;17.2222222222222;485.33333333333337;21.4;3
1145.0;2017.0;8.0;25.0;16.0;16.6666666666666;298.6666666666667;21.2;3
1146.0;2017.0;8.0;25.0;17.0;17.2222222222222;112.0;21.3;3
1147.0;2017.0;8.0;25.0;18.0;16.1111111111111;112.0;21.6;3
1264.0;2017.0;8.0;30.0;15.0;16.6666666666666;112.0;19.3;4
1265.0;2017.0;8.0;30.0;16.0;16.1111111111111;3020.0;19.7;4
1266.0;2017.0;8.0;30.0;17.0;13.8888888888888;2488.75;20.1;4
1267.0;2017.0;8.0;30.0;18.0;13.3333333333333;1957.5;20.8;4
1268.0;2017.0;8.0;30.0;19.0;11.6666666666666;1426.25;21.5;4
1269.0;2017.0;8.0;30.0;20.0;10.0;895.0;21.4;4
1270.0;2017.0;8.0;30.0;21.0;8.33333333333333;448.0;20.9;4
1271.0;2017.0;8.0;30.0;22.0;9.44444444444444;112.0;20.5;4
1272.0;2017.0;8.0;30.0;23.0;7.5;112.0;20.0;4
1273.0;2017.0;8.0;31.0;0.0;6.66666666666666;112.0;19.6;4
1274.0;2017.0;8.0;31.0;1.0;6.66666666666666;112.0;19.1;4
1478.0;2017.0;9.0;8.0;13.0;15.5555555555555;223.0;17.9;5
1479.0;2017.0;9.0;8.0;14.0;15.5555555555555;223.0;18.1;5
1480.0;2017.0;9.0;8.0;15.0;14.4444444444444;223.0;18.4;5
