time;year;month;day;hour;Text;gas;Tint;num
33.0;2017.0;4.0;14.0;19.0;7.5;336.0;17.1;0
34.0;2017.0;4.0;14.0;20.0;6.66666666666666;112.0;17.1;0
35.0;2017.0;4.0;14.0;21.0;6.11111111111111;335.0;17.2;0
36.0;2017.0;4.0;14.0;22.0;5.55555555555555;224.0;17.4;0
37.0;2017.0;4.0;14.0;23.0;4.44444444444444;224.0;17.5;0
38.0;2017.0;4.0;15.0;0.0;3.88888888888888;224.0;17.4;0
39.0;2017.0;4.0;15.0;1.0;3.33333333333333;336.0;17.3;0
40.0;2017.0;4.0;15.0;2.0;3.33333333333333;336.0;17.3;0
41.0;2017.0;4.0;15.0;3.0;3.33333333333333;224.0;17.2;0
42.0;2017.0;4.0;15.0;4.0;4.44444444444444;224.0;17.1;0
43.0;2017.0;4.0;15.0;5.0;3.88888888888888;223.0;17.1;0
237.0;2017.0;4.0;23.0;7.0;6.66666666666666;224.0;17.5;1
238.0;2017.0;4.0;23.0;8.0;7.5;6825.0;17.8;1
239.0;2017.0;4.0;23.0;9.0;10.5555555555555;784.0;18.4;1
240.0;2017.0;4.0;23.0;10.0;11.1111111111111;448.0;19.2;1
241.0;2017.0;4.0;23.0;11.0;12.2222222222222;895.0;19.5;1
242.0;2017.0;4.0;23.0;12.0;12.5;335.0;19.5;1
243.0;2017.0;4.0;23.0;13.0;12.2222222222222;503.0;19.3;1
244.0;2017.0;4.0;23.0;14.0;12.2222222222222;671.0;18.9;1
245.0;2017.0;4.0;23.0;15.0;12.5;223.0;18.5;1
246.0;2017.0;4.0;23.0;16.0;12.5;223.0;18.2;1
247.0;2017.0;4.0;23.0;17.0;11.6666666666666;223.0;17.8;1
261.0;2017.0;4.0;24.0;7.0;7.5;336.0;17.4;2
262.0;2017.0;4.0;24.0;8.0;7.77777777777777;224.0;18.0;2
263.0;2017.0;4.0;24.0;9.0;8.33333333333333;224.0;18.4;2
264.0;2017.0;4.0;24.0;10.0;8.33333333333333;224.0;18.8;2
265.0;2017.0;4.0;24.0;11.0;8.88888888888889;224.0;18.9;2
266.0;2017.0;4.0;24.0;12.0;8.88888888888889;224.0;18.7;2
267.0;2017.0;4.0;24.0;13.0;6.11111111111111;224.0;18.5;2
268.0;2017.0;4.0;24.0;14.0;6.11111111111111;224.0;18.2;2
269.0;2017.0;4.0;24.0;15.0;7.5;224.0;18.0;2
270.0;2017.0;4.0;24.0;16.0;7.22222222222222;672.0;17.9;2
271.0;2017.0;4.0;24.0;17.0;7.22222222222222;447.0;18.0;2
343.0;2017.0;4.0;27.0;17.0;12.2222222222222;1008.0;17.0;3
344.0;2017.0;4.0;27.0;18.0;11.6666666666666;672.0;18.1;3
345.0;2017.0;4.0;27.0;19.0;8.33333333333333;1120.0;18.0;3
346.0;2017.0;4.0;27.0;20.0;6.66666666666666;1231.0;18.6;3
347.0;2017.0;4.0;27.0;21.0;5.0;894.0;19.1;3
348.0;2017.0;4.0;27.0;22.0;4.44444444444444;224.0;19.0;3
349.0;2017.0;4.0;27.0;23.0;2.77777777777777;224.0;18.7;3
350.0;2017.0;4.0;28.0;0.0;2.77777777777777;224.0;18.4;3
351.0;2017.0;4.0;28.0;1.0;2.5;224.0;18.2;3
352.0;2017.0;4.0;28.0;2.0;3.33333333333333;336.0;18.0;3
353.0;2017.0;4.0;28.0;3.0;2.5;224.0;17.8;3
367.0;2017.0;4.0;28.0;17.0;8.88888888888889;672.0;17.9;4
368.0;2017.0;4.0;28.0;18.0;9.44444444444444;223.0;17.9;4
369.0;2017.0;4.0;28.0;19.0;8.33333333333333;783.0;18.2;4
370.0;2017.0;4.0;28.0;20.0;7.77777777777777;112.0;18.7;4
371.0;2017.0;4.0;28.0;21.0;7.77777777777777;223.0;18.7;4
372.0;2017.0;4.0;28.0;22.0;7.5;335.0;18.6;4
373.0;2017.0;4.0;28.0;23.0;7.77777777777777;447.0;18.4;4
374.0;2017.0;4.0;29.0;0.0;7.77777777777777;336.0;18.3;4
375.0;2017.0;4.0;29.0;1.0;7.77777777777777;224.0;18.2;4
376.0;2017.0;4.0;29.0;2.0;7.77777777777777;224.0;18.1;4
377.0;2017.0;4.0;29.0;3.0;7.77777777777777;224.0;18.0;4
415.0;2017.0;4.0;30.0;17.0;10.0;223.0;19.0;5
416.0;2017.0;4.0;30.0;18.0;10.5555555555555;560.0;18.9;5
417.0;2017.0;4.0;30.0;19.0;9.44444444444444;223.0;19.1;5
418.0;2017.0;4.0;30.0;20.0;8.33333333333333;112.0;19.3;5
419.0;2017.0;4.0;30.0;22.0;7.77777777777777;502.5;19.5;5
420.0;2017.0;4.0;30.0;23.0;7.77777777777777;893.0;19.4;5
421.0;2017.0;5.0;1.0;0.0;7.77777777777777;112.0;19.3;5
422.0;2017.0;5.0;1.0;1.0;7.77777777777777;223.0;19.2;5
423.0;2017.0;5.0;1.0;2.0;7.77777777777777;224.0;19.1;5
424.0;2017.0;5.0;1.0;3.0;7.77777777777777;224.0;19.0;5
425.0;2017.0;5.0;1.0;4.0;7.77777777777777;112.0;19.0;5
477.0;2017.0;5.0;3.0;8.0;8.88888888888889;224.0;18.8;6
478.0;2017.0;5.0;3.0;9.0;10.5555555555555;224.0;18.9;6
479.0;2017.0;5.0;3.0;10.0;12.2222222222222;224.0;19.5;6
480.0;2017.0;5.0;3.0;11.0;13.3333333333333;224.0;19.8;6
481.0;2017.0;5.0;3.0;12.0;15.0;336.0;19.9;6
482.0;2017.0;5.0;3.0;13.0;15.0;224.0;19.8;6
483.0;2017.0;5.0;3.0;14.0;13.3333333333333;224.0;19.5;6
484.0;2017.0;5.0;3.0;15.0;12.7777777777777;224.0;19.3;6
