time;year;month;day;hour;Text;gas;Tint;num
237.0;2016.0;11.0;7.0;17.0;5.0;220151.0;13.2;0
238.0;2016.0;11.0;7.0;18.0;5.0;220151.0;13.2;0
239.0;2016.0;11.0;7.0;19.0;5.0;220151.0;15.5;0
240.0;2016.0;11.0;7.0;20.0;5.0;220151.0;17.0;0
241.0;2016.0;11.0;7.0;21.0;5.0;220151.0;18.2;0
242.0;2016.0;11.0;7.0;22.0;5.0;220151.0;18.8;0
243.0;2016.0;11.0;7.0;23.0;4.44444444444444;220151.0;17.7;0
244.0;2016.0;11.0;8.0;0.0;2.77777777777777;220151.0;16.6;0
245.0;2016.0;11.0;8.0;1.0;2.77777777777777;220151.0;15.8;0
246.0;2016.0;11.0;8.0;2.0;2.77777777777777;220151.0;15.2;0
247.0;2016.0;11.0;8.0;3.0;2.5;220151.0;14.7;0
238.0;2016.0;11.0;7.0;18.0;5.0;220151.0;13.2;1
239.0;2016.0;11.0;7.0;19.0;5.0;220151.0;15.5;1
240.0;2016.0;11.0;7.0;20.0;5.0;220151.0;17.0;1
241.0;2016.0;11.0;7.0;21.0;5.0;220151.0;18.2;1
242.0;2016.0;11.0;7.0;22.0;5.0;220151.0;18.8;1
243.0;2016.0;11.0;7.0;23.0;4.44444444444444;220151.0;17.7;1
244.0;2016.0;11.0;8.0;0.0;2.77777777777777;220151.0;16.6;1
245.0;2016.0;11.0;8.0;1.0;2.77777777777777;220151.0;15.8;1
246.0;2016.0;11.0;8.0;2.0;2.77777777777777;220151.0;15.2;1
247.0;2016.0;11.0;8.0;3.0;2.5;220151.0;14.7;1
248.0;2016.0;11.0;8.0;4.0;2.22222222222222;220151.0;14.5;1
376.0;2016.0;11.0;13.0;12.0;8.88888888888889;5694.0;18.4;2
377.0;2016.0;11.0;13.0;13.0;10.0;250181.0;18.6;2
378.0;2016.0;11.0;13.0;14.0;9.44444444444444;5694.0;18.1;2
379.0;2016.0;11.0;13.0;15.0;10.0;8298.666666666666;19.6;2
380.0;2016.0;11.0;13.0;16.0;10.0;10903.333333333332;20.5;2
381.0;2016.0;11.0;13.0;17.0;10.0;13508.0;21.0;2
382.0;2016.0;11.0;13.0;18.0;10.0;5694.0;20.3;2
