time;year;month;day;hour;Text;gas;Tint;num
146.0;2017.0;7.0;16.0;9.0;16.1111111111111;1896.0;21.0;0
147.0;2017.0;7.0;16.0;10.0;16.1111111111111;1896.0;21.3;0
148.0;2017.0;7.0;16.0;11.0;17.2222222222222;1896.0;21.4;0
149.0;2017.0;7.0;16.0;12.0;17.2222222222222;1896.0;21.6;0
150.0;2017.0;7.0;16.0;13.0;17.7777777777777;1896.0;21.6;0
151.0;2017.0;7.0;16.0;14.0;17.7777777777777;1896.0;21.6;0
152.0;2017.0;7.0;16.0;15.0;17.2222222222222;1896.0;21.5;0
153.0;2017.0;7.0;16.0;16.0;16.6666666666666;1896.0;21.3;0
154.0;2017.0;7.0;16.0;17.0;16.6666666666666;1896.0;21.2;0
155.0;2017.0;7.0;16.0;18.0;16.6666666666666;1896.0;21.2;0
156.0;2017.0;7.0;16.0;19.0;15.0;1896.0;21.1;0
240.0;2017.0;7.0;20.0;7.0;12.7777777777777;948.0;20.9;1
241.0;2017.0;7.0;20.0;8.0;13.3333333333333;948.0;20.9;1
242.0;2017.0;7.0;20.0;9.0;15.0;948.0;21.0;1
243.0;2017.0;7.0;20.0;10.0;15.5555555555555;948.0;21.1;1
244.0;2017.0;7.0;20.0;11.0;16.1111111111111;948.0;21.2;1
245.0;2017.0;7.0;20.0;12.0;17.2222222222222;948.0;21.2;1
246.0;2017.0;7.0;20.0;13.0;15.5555555555555;948.0;21.1;1
247.0;2017.0;7.0;20.0;14.0;15.0;948.0;20.9;1
248.0;2017.0;7.0;20.0;15.0;15.0;948.0;20.8;1
249.0;2017.0;7.0;20.0;16.0;15.5555555555555;948.0;20.8;1
250.0;2017.0;7.0;20.0;17.0;15.5555555555555;948.0;20.8;1
388.0;2017.0;7.0;26.0;11.0;17.5;632.0;19.7;2
389.0;2017.0;7.0;26.0;12.0;18.0555555555555;632.0;19.8;2
390.0;2017.0;7.0;26.0;13.0;16.6666666666666;632.0;19.9;2
391.0;2017.0;7.0;26.0;14.0;17.7777777777777;632.0;20.0;2
392.0;2017.0;7.0;26.0;15.0;16.6666666666666;632.0;20.1;2
393.0;2017.0;7.0;26.0;16.0;17.2222222222222;632.0;20.0;2
394.0;2017.0;7.0;26.0;17.0;17.2222222222222;632.0;19.9;2
395.0;2017.0;7.0;26.0;18.0;15.5555555555555;632.0;19.8;2
396.0;2017.0;7.0;26.0;19.0;15.0;790.0;19.8;2
397.0;2017.0;7.0;26.0;20.0;13.3333333333333;948.0;19.7;2
398.0;2017.0;7.0;26.0;21.0;12.2222222222222;632.0;19.7;2
458.0;2017.0;7.0;29.0;9.0;16.6666666666666;948.0;19.7;3
459.0;2017.0;7.0;29.0;10.0;16.1111111111111;948.0;20.0;3
460.0;2017.0;7.0;29.0;11.0;17.5;948.0;20.2;3
461.0;2017.0;7.0;29.0;12.0;17.7777777777777;948.0;20.4;3
462.0;2017.0;7.0;29.0;13.0;16.6666666666666;948.0;20.4;3
463.0;2017.0;7.0;29.0;14.0;17.7777777777777;948.0;20.4;3
464.0;2017.0;7.0;29.0;15.0;17.7777777777777;948.0;20.3;3
465.0;2017.0;7.0;29.0;16.0;15.5555555555555;948.0;20.2;3
466.0;2017.0;7.0;29.0;17.0;13.8888888888888;948.0;20.1;3
467.0;2017.0;7.0;29.0;18.0;12.7777777777777;948.0;20.0;3
468.0;2017.0;7.0;29.0;19.0;12.7777777777777;948.0;20.0;3
506.0;2017.0;7.0;31.0;9.0;14.4444444444444;948.0;20.2;4
507.0;2017.0;7.0;31.0;10.0;16.1111111111111;948.0;20.3;4
