year;month;day;hour;temp_value;hum_value;central_heat_flow_value;central_heat_return_value;gas_value;radiator_input_value;radiator_output_value;obs_name;temp;dewPt;rh;pressure;wc;wdir;wspd
2016;11;9;14;20.2;509.0;42.6;37.2;;;;Edinburgh;3.88888888888888;36.0;87.0;29.42;39.0;;2.5
2016;11;9;15;20.3;480.0;21.3;18.1;;;;Edinburgh;3.88888888888888;36.0;87.0;29.42;39.0;270.0;2.5
2016;11;9;16;20.2;475.0;53.5;37.7;2568.0;;;Edinburgh;3.88888888888888;36.0;87.0;29.45;39.0;255.0;3.0
2016;11;9;17;21.6;474.0;67.4;52.4;;;;Edinburgh;3.88888888888888;35.0;84.0;29.45;37.5;225.0;4.0
2016;11;9;18;22.7;462.0;67.1;52.9;;;;Edinburgh;3.88888888888888;35.0;84.0;29.45;36.0;215.0;5.0
2016;11;9;19;23.5;453.0;62.9;51.2;;;;Edinburgh;3.33333333333333;34.0;84.0;29.45;38.0;220.0;3.0
2016;11;9;20;23.0;452.0;29.9;26.0;;;;Edinburgh;2.5;34.0;90.0;29.45;36.5;320.0;2.0
2016;11;9;21;22.2;459.0;18.0;15.0;;;;Edinburgh;2.22222222222222;34.0;93.0;29.45;36.0;;0.5
2016;11;9;22;21.7;463.0;14.5;11.6;;;;Edinburgh;1.11111111111111;34.0;100.0;29.42;34.0;60.0;1.0
2016;11;9;23;21.4;466.0;12.1;10.2;;;;Edinburgh;1.11111111111111;32.0;93.0;29.42;34.0;;0.5
2016;11;10;0;21.1;462.0;11.3;9.6;;;;Edinburgh;-0.555555555555555;30.0;96.5;29.39;31.0;130.0;0.5
2016;11;10;1;20.9;458.0;10.5;9.2;;;;Edinburgh;-1.11111111111111;28.0;93.0;29.375;30.0;40.0;1.0
2016;11;10;2;20.7;455.0;9.9;8.9;;;;Edinburgh;0.555555555555555;32.0;96.5;29.345;33.0;330.0;2.0
2016;11;10;3;20.5;454.0;9.6;8.5;;;;Edinburgh;3.33333333333333;38.0;100.0;29.33;38.0;;2.5
2016;11;10;4;20.3;455.0;9.5;8.5;;;;Edinburgh;3.88888888888888;37.0;93.0;29.33;34.0;235.0;7.5
2016;11;10;5;20.1;454.0;9.3;8.5;;;;Edinburgh;3.88888888888888;37.0;93.0;29.33;33.0;260.0;8.5
2016;11;10;6;20.4;455.0;49.9;38.3;;;;Edinburgh;2.5;35.0;93.0;29.345;31.5;250.0;6.5
2016;11;10;7;21.1;447.0;33.2;29.5;;;;Edinburgh;2.5;35.0;93.0;29.36;30.0;245.0;9.0
2016;11;10;8;20.6;450.0;19.1;14.0;40636.0;;;Edinburgh;2.77777777777777;36.0;93.0;29.39;32.5;250.0;6.5
2016;11;10;9;20.2;451.0;13.0;10.1;223.0;;;Edinburgh;4.44444444444444;37.0;90.0;29.405;35.0;255.0;7.0
2016;11;10;10;20.0;453.0;10.3;8.9;;;;Edinburgh;6.11111111111111;38.0;84.0;29.42;38.5;275.0;7.5
2016;11;10;11;20.0;456.0;9.6;8.5;;;;Edinburgh;7.22222222222222;38.0;78.5;29.45;40.5;275.0;8.0
2016;11;10;12;19.8;450.0;9.5;8.6;;;;Edinburgh;7.5;37.0;73.5;29.46;41.0;290.0;9.0
2016;11;10;13;19.6;446.0;9.5;8.7;;;;Edinburgh;7.5;36.5;71.0;29.485;42.0;320.0;7.0
2016;11;10;14;19.4;443.0;9.3;8.5;;;;Edinburgh;7.22222222222222;36.0;71.0;29.545;40.0;325.0;8.0
2016;11;10;15;19.3;440.0;9.0;8.5;;;;Edinburgh;7.22222222222222;36.0;71.0;29.575;41.0;325.0;6.5
2016;11;10;16;19.1;439.0;8.9;8.1;;;;Edinburgh;5.55555555555555;34.0;73.0;29.62;40.5;330.0;3.5
2016;11;10;17;19.3;444.0;46.6;34.6;9935.0;;;Edinburgh;1.66666666666666;32.0;90.0;29.65;33.0;280.0;4.0
2016;11;10;18;20.8;439.0;67.5;54.1;8485.0;;;Edinburgh;2.77777777777777;33.0;84.0;29.695;35.5;260.0;4.0
2016;11;10;19;21.9;430.0;67.5;54.9;9042.0;;;Edinburgh;2.5;33.0;87.0;29.74;34.5;270.0;4.0
2016;11;10;20;22.5;424.0;67.5;55.0;8149.0;;;Edinburgh;0.555555555555555;30.0;90.0;29.77;33.0;;1.0
2016;11;10;21;23.0;421.0;63.7;52.6;7814.0;;;Edinburgh;1.66666666666666;33.0;93.0;29.8;35.0;260.0;2.0
2016;11;10;22;23.2;419.0;58.5;49.5;5358.0;;;Edinburgh;0.555555555555555;30.0;90.0;29.8149999999999;33.0;270.0;2.0
2016;11;10;23;22.6;412.0;26.9;23.3;;;;Edinburgh;-0.555555555555555;29.0;93.0;29.83;26.0;255.0;5.0
2016;11;11;0;21.9;424.0;22.7;13.5;670.0;;;Edinburgh;-1.11111111111111;29.0;96.5;29.875;23.5;255.0;6.5
2016;11;11;1;21.5;427.0;14.7;10.7;335.0;;;Edinburgh;0.0;29.0;90.0;29.89;32.0;260.0;2.5
2016;11;11;2;21.1;429.0;11.4;9.6;223.0;;;Edinburgh;-2.22222222222222;28.0;100.0;29.89;28.0;230.0;2.0
