,year,month,day,hour,temp_value,hum_value,central_heat_flow_value,central_heat_return_value,gas_value,radiator_input_value,radiator_output_value
0,2017,11,23,15,16.6,598.0,55.5,57.5,4479.0,,
1,2017,11,23,16,18.5,558.0,58.5,56.4,7167.0,,
2,2017,11,23,17,19.4,527.0,57.9,55.7,7839.0,,
3,2017,11,23,18,20.0,514.0,57.8,55.8,6383.0,,
4,2017,11,23,19,20.5,516.0,58.3,56.5,9176.0,,
5,2017,11,23,20,21.1,535.0,57.8,56.3,7277.0,,
6,2017,11,23,21,21.3,499.0,58.5,57.0,8395.0,,
7,2017,11,23,22,21.6,497.0,60.6,58.4,8397.0,,
8,2017,11,23,23,21.3,497.0,46.4,45.2,784.0,,
9,2017,11,24,0,20.3,522.0,28.8,28.2,,,
10,2017,11,24,1,19.4,521.0,23.1,22.6,,,
11,2017,11,24,2,18.9,526.0,20.6,20.4,,,
12,2017,11,24,3,18.4,527.0,19.3,19.2,,,
13,2017,11,24,4,18.1,531.0,18.6,18.6,,,
14,2017,11,24,5,17.8,533.0,18.1,18.0,,,
15,2017,11,24,6,17.5,534.0,17.7,17.6,,,
16,2017,11,24,7,17.3,535.0,20.7,19.8,2014.0,,
17,2017,11,24,8,17.1,541.0,21.3,20.3,,,
18,2017,11,24,9,16.8,538.0,27.3,20.0,6944.0,,
19,2017,11,24,10,16.7,541.0,35.0,31.6,112.0,,
20,2017,11,24,11,16.5,540.0,23.6,22.5,,,
21,2017,11,24,12,16.3,538.0,19.2,18.6,,,
22,2017,11,24,13,16.2,539.0,17.5,17.0,,,
23,2017,11,24,14,16.3,565.0,26.9,25.2,1568.0,,
24,2017,11,24,15,16.3,550.0,22.5,21.3,,,
25,2017,11,24,16,16.3,538.0,37.8,34.9,7054.0,,
26,2017,11,24,17,17.8,518.0,57.7,56.0,7725.0,,
27,2017,11,24,18,18.9,501.0,57.5,55.9,7726.0,,
28,2017,11,24,19,19.6,503.0,57.7,56.4,7503.0,,
29,2017,11,24,20,20.2,503.0,56.9,56.1,7279.0,,
30,2017,11,24,21,20.5,494.0,57.1,56.4,6943.0,,
31,2017,11,24,22,20.8,485.0,57.3,56.6,6494.0,,
32,2017,11,24,23,20.5,484.0,42.7,41.8,1119.0,,
33,2017,11,25,0,19.3,506.0,26.9,25.9,,,
34,2017,11,25,1,18.5,513.0,21.9,21.3,,,
35,2017,11,25,2,17.9,520.0,19.8,19.2,,,
36,2017,11,25,3,17.5,523.0,18.6,18.2,,,
37,2017,11,25,4,17.2,525.0,17.9,17.5,,,
38,2017,11,25,5,16.9,526.0,17.4,17.0,,,
39,2017,11,25,6,16.7,527.0,16.9,16.7,,,
40,2017,11,25,7,16.5,529.0,20.1,17.5,224.0,,
41,2017,11,25,8,16.4,533.0,24.0,21.6,,,
42,2017,11,25,9,16.2,529.0,26.2,20.4,7166.0,,
43,2017,11,25,10,16.0,530.0,20.6,18.7,,,
44,2017,11,25,11,15.9,527.0,18.0,16.8,,,
45,2017,11,25,12,15.7,526.0,16.8,16.0,,,
46,2017,11,25,13,15.8,531.0,17.8,17.4,,,
47,2017,11,25,14,15.9,529.0,16.3,16.1,,,
