year;month;day;hour;Tint;hum_value;central_heat_flow_value;central_heat_return_value;gas_value;radiator_input_value;radiator_output_value;Day sin;Day cos;Year sin;Year cos;Text;dewPt;rh;pressure;wind_x;wind_y;t;Ti_1;Te_1;phi_1;phi_corrected
2017;11;23;15;16.6;598.0;55.5;57.5;4479.0;;;-0.9910356621950016;-0.1335975907631382;-0.4980937990848102;-0.8671231557934898;2.77777777777777;34.0;87.0;29.165;-2.736161146605355;-7.517540966287266;0;;;0.0;845.698569886505
2017;11;23;16;18.5;558.0;58.5;56.4;7167.0;;;-0.9969224713742724;0.0783937884593739;-0.776815362213434;-0.6297284279983011;2.77777777777777;34.0;87.0;29.195;-2.458780928473946;-9.176295349746148;1;16.6;2.77777777777777;845.698569886505;846.4064401640021
2017;11;23;17;19.4;527.0;57.9;55.7;7839.0;;;-0.9579726930146226;0.2868594070939831;-0.905597540182627;-0.4241380615025907;2.5;34.0;90.0;29.255;-3.8035643556663;-8.156770083329848;2;18.5;2.77777777777777;846.4064401640021;773.1695687967489
2017;11;23;18;20.0;514.0;57.8;55.8;6383.0;;;-0.787084878880654;-0.616844707716153;-0.9975638387970778;-0.0697594977364216;2.22222222222222;33.0;90.0;29.285;-6.30934079986151;-9.010672487178908;3;19.4;2.5;773.1695687967489;698.6903666151987
2017;11;23;19;20.5;516.0;58.3;56.5;9176.0;;;-0.8994639656761473;-0.4369949364124698;-0.9850077364453104;0.1725101711287941;2.77777777777777;34.0;87.0;29.33;-6.500000000000005;-11.2583302491977;4;20.0;2.22222222222222;698.6903666151987;682.1817121819836
2017;11;23;20;21.1;535.0;57.8;56.3;7277.0;;;-0.9713896611667489;-0.2374913181115241;-0.8568998318571103;0.5154829562296469;2.5;32.0;84.0;29.345;-6.250000000000005;-10.82531754730548;5;20.5;2.77777777777777;682.1817121819836;604.1606071777305
2017;11;23;21;21.3;499.0;58.5;57.0;8395.0;;;-0.9996271072418608;-0.0273065279241005;-0.7075544634507789;0.7066588153068497;2.22222222222222;32.0;87.0;29.39;-6.882917236212556;-9.8298245314679;6;21.1;2.5;604.1606071777305;566.6615231396534
2017;11;23;22;21.6;497.0;60.6;58.4;8397.0;;;-0.5545416074713436;-0.832155998345922;-0.4057852208376174;0.9139684647457844;2.22222222222222;34.0;93.0;29.39;-4.226182617407;-9.063077870366495;7;21.3;2.22222222222222;566.6615231396534;474.7756906537721
2017;11;23;23;21.3;497.0;46.4;45.2;784.0;;;-0.7175543134834328;-0.696502553621535;-0.1737576804786568;0.9847884384347112;2.22222222222222;32.0;87.0;29.42;-4.750000000000004;-8.227241335952165;8;21.6;2.22222222222222;474.7756906537721;340.7402583084706
2017;11;24;0;20.3;522.0;28.8;28.2;;;;-0.8482950146864826;-0.5295239069749923;0.1923433844110035;0.9813276835355867;1.11111111111111;32.0;93.0;29.42;-3.8035643556663;-8.156770083329848;9;21.3;2.22222222222222;340.7402583084706;235.01597239106337
2017;11;24;1;19.4;521.0;23.1;22.6;;;;-0.0570517114920312;-0.99837122465335;0.4229906574624378;0.9061340428984526;1.11111111111111;32.0;93.0;29.45;-3.169636963055249;-6.797308402774873;10;20.3;1.11111111111111;235.01597239106337;180.54282564225358
2017;11;24;2;18.9;526.0;20.6;20.4;;;;-0.2663027695171311;-0.963889430872393;0.7207869253602377;0.6931566981785108;0.555555555555555;31.0;93.0;29.45;-0.6945927106677213;-3.939231012048832;11;19.4;1.11111111111111;180.54282564225358;135.17907233686154
2017;11;24;3;18.4;527.0;19.3;19.2;;;;-0.4635768606464479;-0.8860567105288374;0.8664915559162214;0.4991917302258579;0.0;30.0;93.0;29.47;-3.750000000000004;-6.495190528383288;12;18.9;0.555555555555555;135.17907233686154;104.53730572191023
2017;11;24;4;18.1;531.0;18.6;18.6;;;;0.4561344623335032;-0.8899108675995175;0.9880929003167837;0.1538584425488791;0.555555555555555;31.0;93.0;29.47;-1.8117333157176445;-6.761480784023478;13;18.4;0.0;104.53730572191023;80.65679107269236
2017;11;24;5;17.8;533.0;18.1;18.0;;;;0.2582149772017941;-0.9660874833826784;0.9960668157326344;-0.0886052966602451;0.0;30.0;93.0;29.5;-3.169636963055249;-6.797308402774873;14;18.1;0.555555555555555;80.65679107269236;59.16640726642191
2017;11;24;6;17.5;534.0;17.7;17.6;;;;0.0486822736287262;-0.998814315192938;0.8974176662850802;-0.4411819717978515;-0.555555555555555;30.0;96.5;29.515;-1.5529142706151238;-5.79555495773441;15;17.8;0.0;59.16640726642191;46.47409259829158
2017;11;24;7;17.3;535.0;20.7;19.8;2014.0;;;-0.1630399151709501;-0.9866194737896924;0.7647719561354515;-0.644301059372678;0.0;30.0;93.0;29.53;-3.3809460939255995;-7.250462296293198;16;17.5;-0.555555555555555;46.47409259829158;35.86140449897723
2017;11;24;8;17.1;541.0;21.3;20.3;;;;0.711691664499016;-0.702491974817236;0.4816124155908239;-0.8763843227424664;0.555555555555555;32.0;96.5;29.53;-4.750000000000004;-8.227241335952165;17;17.3;0.0;35.86140449897723;19.327001844357188
2017;11;24;9;16.8;538.0;27.3;20.0;6944.0;;;0.5475477607532969;-0.8367744317879522;0.2564039697402669;-0.9665697100061807;1.11111111111111;32.0;93.0;29.53;-3.8035643556663;-8.156770083329848;18;17.1;0.555555555555555;19.327001844357188;13.063732484309849
2017;11;24;10;16.7;541.0;35.0;31.6;112.0;;;0.3587778968033582;-0.933422959201968;-0.1086786498903618;-0.9940769341746182;2.22222222222222;32.0;87.0;29.56;-4.01487348653665;-8.609923976848172;19;16.8;1.11111111111111;13.063732484309849;3.865113960940904
2017;11;24;11;16.5;540.0;23.6;22.5;;;;0.9693651091822604;-0.2456242762840527;-0.3448579166592389;-0.9386548978817773;2.77777777777777;34.0;87.0;29.56;-10.606601717798217;-10.606601717798211;20;16.7;2.22222222222222;3.865113960940904;0.0
2017;11;24;12;16.3;538.0;19.2;18.6;;;;0.8957698830760782;-0.4445180722691364;-0.560741519737522;-0.8279909106037664;2.5;34.0;90.0;29.56;-7.7432818907391265;-11.058552597901386;21;16.5;2.77777777777777;0.0;0.0
2017;11;24;13;16.2;539.0;17.5;17.0;;;;0.7818874070276779;-0.6234196682264158;-0.8211794721493089;-0.5706700224478086;2.77777777777777;35.0;90.0;29.56;-7.000000000000006;-12.12435565298214;22;16.3;2.5;0.0;0.0
2017;11;24;14;16.3;565.0;26.9;25.2;1568.0;;;0.9603432402589456;0.2788204814732034;-0.9344347123940462;-0.3561344806011575;2.77777777777777;34.0;87.0;29.56;-11.667261889578036;-11.667261889578032;23;16.2;2.77777777777777;0.0;0.0
2017;11;24;15;16.3;550.0;22.5;21.3;;;;0.9975444825580434;0.0700357431459493;-0.9999917345940632;0.0040658017114492;2.22222222222222;32.0;87.0;29.56;-6.500000000000005;-11.2583302491977;24;16.3;2.77777777777777;0.0;0.0
2017;11;24;16;16.3;538.0;37.8;34.9;7054.0;;;0.9898811623656116;-0.1418988526863602;-0.9695867942338008;0.2447477240903812;1.66666666666666;32.0;90.0;29.56;-4.437491748277349;-9.516231763884822;25;16.3;2.22222222222222;0.0;49.70873622312541
2017;11;24;17;17.8;518.0;57.7;56.0;7725.0;;;0.9376979375026074;-0.3474515477060881;-0.816511898782195;0.5773286058624625;1.11111111111111;32.0;93.0;29.56;-6.882917236212556;-9.8298245314679;26;16.3;1.66666666666666;49.70873622312541;82.6570481087576
2017;11;24;18;18.9;501.0;57.5;55.9;7726.0;;;0.824870955021349;0.5653210659104857;-0.6534623385055005;0.7569590293767046;1.11111111111111;32.0;93.0;29.59;-7.392057511395204;-8.809511095868245;27;17.8;1.11111111111111;82.6570481087576;102.02416352305211
2017;11;24;19;19.6;503.0;57.7;56.4;7503.0;;;0.9255351516756298;0.3786616999549451;-0.3372138088510727;0.94142808919224;1.11111111111111;32.0;93.0;29.59;-6.010407640085655;-6.010407640085654;28;18.9;1.11111111111111;102.02416352305211;115.90769051243198
2017;11;24;20;20.2;503.0;56.9;56.1;7279.0;;;0.9845734054506744;0.1749720242760596;-0.1005916842249282;0.9949277928899124;1.11111111111111;31.0;90.0;29.59;-5.4940374026291;-11.782001231476446;29;19.6;1.11111111111111;115.90769051243198;121.14942955374255
2017;11;24;21;20.5;494.0;57.1;56.4;6943.0;;;0.4252558799185991;0.9050731664316748;0.2642551892419619;0.9644527956093522;1.11111111111111;30.0;87.0;29.59;-3.249191361593859;-8.927079897466127;30;20.2;1.11111111111111;121.14942955374255;126.13333374950571
2017;11;24;22;20.8;485.0;57.3;56.6;6494.0;;;0.6065524873740353;0.7950434453917412;0.4887228436240698;0.8724390993759983;1.11111111111111;32.0;93.0;29.59;-4.788282006559371;-13.155696691002715;31;20.5;1.11111111111111;126.13333374950571;114.03018194563154
2017;11;24;23;20.5;484.0;42.7;41.8;1119.0;;;0.7605693970816556;0.6492566458826948;0.7699858290329302;0.6380609869663488;1.11111111111111;32.0;93.0;29.62;-3.0781812899310244;-8.457233587073175;32;20.8;1.11111111111111;114.03018194563154;79.88646718038842
2017;11;25;0;19.3;506.0;26.9;25.9;;;;0.8803796986217755;0.4742695291230839;0.9009754835021804;0.4338700014151844;1.66666666666666;32.0;90.0;29.59;-3.249191361593859;-8.927079897466127;33;20.5;1.11111111111111;79.88646718038842;56.35491155575609
