config;model_path;epoch;valid_mse;test_mse
home145_2_gas_value_Text_4_128_0.2;C:\Users\a.lance\PycharmProjects\UA3412_\Models\DNN\models\b95d91aed2920eb15abbc444a2aebf3d.h5;11;1.5054926872253418;5.373334239744351
home145_2_gas_value_Text_4_256_0.2;C:\Users\a.lance\PycharmProjects\UA3412_\Models\DNN\models\e73eeb3d2b6cae563d317185424dfa4d.h5;60;0.14774170517921448;0.16345304293967697
home145_2_hum_value_gas_value_Text_3_128_0.2;C:\Users\a.lance\PycharmProjects\UA3412_\Models\DNN\models\8e4020ef76d238c3c37874bf886810bb.h5;81;0.15593858063220978;0.2331572061044635
home145_2_hum_value_gas_value_Text_3_256_0.2;C:\Users\a.lance\PycharmProjects\UA3412_\Models\DNN\models\78aa946b0d3162b8b0ed793061fde869.h5;31;0.19011789560317993;0.38151801241893646
home145_2_hum_value_gas_value_Text_4_128_0.2;C:\Users\a.lance\PycharmProjects\UA3412_\Models\DNN\models\bf0086ec828b2b7031abe89e73a6ad37.h5;57;0.1626850813627243;0.17686196116732764
home145_2_hum_value_gas_value_Text_4_256_0.2;C:\Users\a.lance\PycharmProjects\UA3412_\Models\DNN\models\4d7991f7fb3b7767a3f781bca4a25720.h5;42;0.14741501212120056;0.18571151273336045
home145_2_gas_value_Text_pressure_3_128_0.2;C:\Users\a.lance\PycharmProjects\UA3412_\Models\DNN\models\3c3f33929285886253f9e435fd87e210.h5;41;0.18902000784873962;0.2802380659139568
home145_2_gas_value_Text_pressure_3_256_0.2;C:\Users\a.lance\PycharmProjects\UA3412_\Models\DNN\models\b90164cf590744ca58270851d037f9b4.h5;27;0.18338239192962646;0.4134824021023583
home145_2_gas_value_Text_pressure_4_128_0.2;C:\Users\a.lance\PycharmProjects\UA3412_\Models\DNN\models\2166b70c7a534c27316fac9ec6c7b915.h5;11;1.5005996227264404;5.492719243176957
home145_2_gas_value_Text_pressure_4_256_0.2;C:\Users\a.lance\PycharmProjects\UA3412_\Models\DNN\models\eca1260b85720b71efea49223267962b.h5;45;0.14104273915290833;0.1865569666406399
home145_2_gas_value_Text_wind_x_3_128_0.2;C:\Users\a.lance\PycharmProjects\UA3412_\Models\DNN\models\201a03710dab3659140fc47ecc93b594.h5;84;0.1525348573923111;0.19852977572150596
home145_2_gas_value_Text_wind_x_3_256_0.2;C:\Users\a.lance\PycharmProjects\UA3412_\Models\DNN\models\67acb842242ed5f056af488d943018b1.h5;31;0.21050380170345306;0.5169219090828202
home145_2_gas_value_Text_wind_x_4_128_0.2;C:\Users\a.lance\PycharmProjects\UA3412_\Models\DNN\models\690fb8c4c61e3b034da8d76129508ba7.h5;11;1.3893250226974487;4.8039350433162
home145_2_gas_value_Text_wind_x_4_256_0.2;C:\Users\a.lance\PycharmProjects\UA3412_\Models\DNN\models\e920767e36cb9c8d39c4559f0f210065.h5;46;0.15036895871162415;0.23530906365109563
home145_2_hum_value_gas_value_Text_pressure_3_128_0.2;C:\Users\a.lance\PycharmProjects\UA3412_\Models\DNN\models\16dbd04db834326afec7004310742507.h5;39;0.22261998057365417;0.48410090206645656
home145_2_hum_value_gas_value_Text_pressure_3_256_0.2;C:\Users\a.lance\PycharmProjects\UA3412_\Models\DNN\models\87d12b6fae80b9c8c70f83abc832b05b.h5;92;0.14305919408798218;0.14846302603060263
home145_2_hum_value_gas_value_Text_pressure_4_128_0.2;C:\Users\a.lance\PycharmProjects\UA3412_\Models\DNN\models\7ba0b5b096bdb119039ac9ef2704027a.h5;51;0.16869643330574036;0.28924951375920155
home145_2_hum_value_gas_value_Text_pressure_4_256_0.2;C:\Users\a.lance\PycharmProjects\UA3412_\Models\DNN\models\21f7c9369ac1e7fa1a8de2ffc0c3ecda.h5;44;0.14297907054424286;0.1531369986237039
home145_2_hum_value_gas_value_Text_wind_x_3_128_0.2;C:\Users\a.lance\PycharmProjects\UA3412_\Models\DNN\models\0b3082991365e2f042653addde5c08c0.h5;64;0.17200878262519836;0.3033336502890165
home145_2_hum_value_gas_value_Text_wind_x_3_256_0.2;C:\Users\a.lance\PycharmProjects\UA3412_\Models\DNN\models\28e2000c773c1633b6b74e9cfb0d2ec4.h5;69;0.14145489037036896;0.12887333960130454
home145_2_hum_value_gas_value_Text_wind_x_4_128_0.2;C:\Users\a.lance\PycharmProjects\UA3412_\Models\DNN\models\79d0d4ccccdd319e53e7b47f5792a3da.h5;53;0.16764391958713531;0.318865730284997
home145_2_hum_value_gas_value_Text_wind_x_4_256_0.2;C:\Users\a.lance\PycharmProjects\UA3412_\Models\DNN\models\24b07178ed472ba33cfe5e735063eb3c.h5;43;0.16432282328605652;0.3129833147369773
home145_2_gas_value_Text_pressure_wind_x_3_128_0.2;C:\Users\a.lance\PycharmProjects\UA3412_\Models\DNN\models\f7f829f512f4d2f4ce0b299a2eaa8d1c.h5;56;0.1708955615758896;0.2534390077937567
home145_2_gas_value_Text_pressure_wind_x_3_256_0.2;C:\Users\a.lance\PycharmProjects\UA3412_\Models\DNN\models\cd1dcc65a6972e498a12b3ee48eae6db.h5;33;0.22021172940731049;0.5824881851056312
home145_2_gas_value_Text_pressure_wind_x_4_128_0.2;C:\Users\a.lance\PycharmProjects\UA3412_\Models\DNN\models\305f279048cb58cbb1e04572bc13ae10.h5;49;0.16086480021476746;0.2517142167228261
home145_2_gas_value_Text_pressure_wind_x_4_256_0.2;C:\Users\a.lance\PycharmProjects\UA3412_\Models\DNN\models\b6b29b291bec27dbaa33a1809891072f.h5;42;0.1463880091905594;0.21480386100936774
home145_2_hum_value_gas_value_Text_pressure_wind_x_3_128_0.2;C:\Users\a.lance\PycharmProjects\UA3412_\Models\DNN\models\fefef8b3a97f47258cbf764642f21951.h5;40;0.21364742517471313;0.4081121648766907
home145_2_hum_value_gas_value_Text_pressure_wind_x_3_256_0.2;C:\Users\a.lance\PycharmProjects\UA3412_\Models\DNN\models\4e8a24ea20f8e3885f08226abb82907a.h5;65;0.14126601815223694;0.138016518416024
home145_2_hum_value_gas_value_Text_pressure_wind_x_4_128_0.2;C:\Users\a.lance\PycharmProjects\UA3412_\Models\DNN\models\4d9c80d58643d7b4b6bf46c4ac7cf05f.h5;78;0.17394870519638062;0.31973932265359134
home145_2_hum_value_gas_value_Text_pressure_wind_x_4_256_0.2;C:\Users\a.lance\PycharmProjects\UA3412_\Models\DNN\models\1b3ac40a763b6a177c53f01bd84883e0.h5;43;0.14687944948673248;0.17984932329950928
home162_2_gas_value_Text_3_128_0.2;C:\Users\a.lance\PycharmProjects\UA3412_\Models\DNN\models\1830a721cd10ffad65cae35eeb0b0f99.h5;46;0.028978174552321434;0.02947114255865878
home162_2_gas_value_Text_3_256_0.2;C:\Users\a.lance\PycharmProjects\UA3412_\Models\DNN\models\146d30be7016e3768de0d247e27c9f5b.h5;23;0.03038960136473179;0.03795831979669967
home162_2_gas_value_Text_4_128_0.2;C:\Users\a.lance\PycharmProjects\UA3412_\Models\DNN\models\003b723e9c94e507e01e246aeb647d1b.h5;60;0.03300553187727928;0.03493361536171102
home162_2_gas_value_Text_4_256_0.2;C:\Users\a.lance\PycharmProjects\UA3412_\Models\DNN\models\e326a32773276be602d8b1a4cf8f095d.h5;28;0.04039134830236435;0.052427465499338
home162_2_hum_value_gas_value_Text_3_128_0.2;C:\Users\a.lance\PycharmProjects\UA3412_\Models\DNN\models\74218305b0c1fefbaa2a0cdb5398da25.h5;42;0.030207935720682144;0.03684230729872635
home162_2_hum_value_gas_value_Text_3_256_0.2;C:\Users\a.lance\PycharmProjects\UA3412_\Models\DNN\models\dec338e50b9951fd1046a11d98b3327b.h5;49;0.02541809342801571;0.02852841108377541
home162_2_hum_value_gas_value_Text_4_128_0.2;C:\Users\a.lance\PycharmProjects\UA3412_\Models\DNN\models\c4d1291c9507e82e0825997642668201.h5;63;0.030465953052043915;0.02994889798219778
home162_2_hum_value_gas_value_Text_4_256_0.2;C:\Users\a.lance\PycharmProjects\UA3412_\Models\DNN\models\396b18b7f4edd4239d1443df6be51570.h5;31;0.0393555574119091;0.04406453735707083
home162_2_gas_value_Text_pressure_3_128_0.2;C:\Users\a.lance\PycharmProjects\UA3412_\Models\DNN\models\6a0740692f48dc36f95a3d36c322fce5.h5;34;0.04696757718920708;0.060974451758795824
home162_2_gas_value_Text_pressure_3_256_0.2;C:\Users\a.lance\PycharmProjects\UA3412_\Models\DNN\models\63c6ade4ac94ecd505c0a7da4ba4a431.h5;23;0.039415910840034485;0.04776275196586451
home162_2_gas_value_Text_pressure_4_128_0.2;C:\Users\a.lance\PycharmProjects\UA3412_\Models\DNN\models\9f4436475aafddb08cb4c2ba4efb7bde.h5;59;0.03225855156779289;0.035464005621950886
home162_2_gas_value_Text_pressure_4_256_0.2;C:\Users\a.lance\PycharmProjects\UA3412_\Models\DNN\models\ed6543facb0e61f15642c23ad6314776.h5;49;0.024156711995601654;0.024410996559573225
home162_2_gas_value_Text_wind_x_3_128_0.2;C:\Users\a.lance\PycharmProjects\UA3412_\Models\DNN\models\5bd8e74372ac7f1d7911b00f918e3c8e.h5;32;0.03868091478943825;0.04166682080936679
home162_2_gas_value_Text_wind_x_3_256_0.2;C:\Users\a.lance\PycharmProjects\UA3412_\Models\DNN\models\59c10b513f7e8dbee24bb2b34e493906.h5;23;0.033664003014564514;0.044464016390940574
home162_2_gas_value_Text_wind_x_4_128_0.2;C:\Users\a.lance\PycharmProjects\UA3412_\Models\DNN\models\c8cf46d8737fd3f2d5eda5330da7b2bc.h5;61;0.028989212587475777;0.035749771531375436
home162_2_gas_value_Text_wind_x_4_256_0.2;C:\Users\a.lance\PycharmProjects\UA3412_\Models\DNN\models\d71750ac651286c1679795abb7da2a85.h5;30;0.0360749214887619;0.04264869728010565
home162_2_hum_value_gas_value_Text_pressure_3_128_0.2;C:\Users\a.lance\PycharmProjects\UA3412_\Models\DNN\models\21655c1b9682436885b8a74eafb12da6.h5;33;0.050907835364341736;0.058035488531408
home162_2_hum_value_gas_value_Text_pressure_3_256_0.2;C:\Users\a.lance\PycharmProjects\UA3412_\Models\DNN\models\40922baa4ed82ff2dcf87f7578a1d27d.h5;24;0.03903457149863243;0.045797953405384804
home162_2_hum_value_gas_value_Text_pressure_4_128_0.2;C:\Users\a.lance\PycharmProjects\UA3412_\Models\DNN\models\5a1a3988540fefd94895756da36b27a1.h5;48;0.02864968031644821;0.031898292400523755
home162_2_hum_value_gas_value_Text_pressure_4_256_0.2;C:\Users\a.lance\PycharmProjects\UA3412_\Models\DNN\models\565117f1b42fc527b0e1dca350c30b05.h5;29;0.044068343937397;0.046584363924987555
home162_2_hum_value_gas_value_Text_wind_x_3_128_0.2;C:\Users\a.lance\PycharmProjects\UA3412_\Models\DNN\models\2f5d3a89723ebde965087e7b27fd6c02.h5;31;0.033201199024915695;0.03814248498335514
home162_2_hum_value_gas_value_Text_wind_x_3_256_0.2;C:\Users\a.lance\PycharmProjects\UA3412_\Models\DNN\models\2c2e1bf79a4d4fcb82ef9ece1320545a.h5;24;0.034647271037101746;0.04460122603661241
home162_2_hum_value_gas_value_Text_wind_x_4_128_0.2;C:\Users\a.lance\PycharmProjects\UA3412_\Models\DNN\models\606a3bf6d482871b2a561fc15cb20503.h5;63;0.028620613738894463;0.026748946253823118
home162_2_hum_value_gas_value_Text_wind_x_4_256_0.2;C:\Users\a.lance\PycharmProjects\UA3412_\Models\DNN\models\0a16eb3361896203c2cb5f083139e51b.h5;48;0.03364957496523857;0.03529031426023842
home162_2_gas_value_Text_pressure_wind_x_3_128_0.2;C:\Users\a.lance\PycharmProjects\UA3412_\Models\DNN\models\05d56f0b1f8410f4be5739c1c9649f6d.h5;32;0.03756033256649971;0.04439501562004486
home162_2_gas_value_Text_pressure_wind_x_3_256_0.2;C:\Users\a.lance\PycharmProjects\UA3412_\Models\DNN\models\d5673d5edf71ff39d06514fa9c807d0c.h5;32;0.0333750918507576;0.042579522390704165
home162_2_gas_value_Text_pressure_wind_x_4_128_0.2;C:\Users\a.lance\PycharmProjects\UA3412_\Models\DNN\models\9f5f36295d5cf46fb9a73686233ee4e8.h5;29;0.04218929633498192;0.0475462321125015
home162_2_gas_value_Text_pressure_wind_x_4_256_0.2;C:\Users\a.lance\PycharmProjects\UA3412_\Models\DNN\models\26b7a5ea8ab1a2eb99041d7d105b2d94.h5;48;0.027081582695245743;0.02430092920768828
home162_2_hum_value_gas_value_Text_pressure_wind_x_3_128_0.2;C:\Users\a.lance\PycharmProjects\UA3412_\Models\DNN\models\f189e8f583d0fec3da7055a19261b5e0.h5;33;0.055429909378290176;0.0611396546853339
home162_2_hum_value_gas_value_Text_pressure_wind_x_3_256_0.2;C:\Users\a.lance\PycharmProjects\UA3412_\Models\DNN\models\c37ece13a2f246a8ce7cc0e42a2c7da1.h5;23;0.045096203684806824;0.055110298450641845
home162_2_hum_value_gas_value_Text_pressure_wind_x_4_128_0.2;C:\Users\a.lance\PycharmProjects\UA3412_\Models\DNN\models\d9782ea24d2555204beb672698a12a8e.h5;76;0.028686409816145897;0.025912378994259248
home162_2_hum_value_gas_value_Text_pressure_wind_x_4_256_0.2;C:\Users\a.lance\PycharmProjects\UA3412_\Models\DNN\models\d18d4067b04c79fb8d4f787c706db705.h5;43;0.029621073976159096;0.028953577729636536
home171_2_gas_value_Text_3_128_0.2;C:\Users\a.lance\PycharmProjects\UA3412_\Models\DNN\models\86f2da1e3fafe2514a7732d523febe22.h5;32;0.0749674066901207;0.16174163044548626
home171_2_gas_value_Text_3_256_0.2;C:\Users\a.lance\PycharmProjects\UA3412_\Models\DNN\models\5a5a0208e2b07ec6bfd1771894590305.h5;21;0.06583503633737564;0.1631263364428118
home171_2_gas_value_Text_4_128_0.2;C:\Users\a.lance\PycharmProjects\UA3412_\Models\DNN\models\03593b11a729f9b3fd80f5f505b77a77.h5;29;0.08631478995084763;0.18427409294788094
home171_2_gas_value_Text_4_256_0.2;C:\Users\a.lance\PycharmProjects\UA3412_\Models\DNN\models\80c9f1ba302df51c5e5db683960ad961.h5;36;0.045653827488422394;0.1237518196627673
home171_2_hum_value_gas_value_Text_3_128_0.2;C:\Users\a.lance\PycharmProjects\UA3412_\Models\DNN\models\a17a69780dad1d483861031ab802b005.h5;31;0.07887149602174759;0.1598963938882455
home171_2_hum_value_gas_value_Text_3_256_0.2;C:\Users\a.lance\PycharmProjects\UA3412_\Models\DNN\models\57d935bb32679288685bfb548e2e7bc7.h5;19;0.07058914750814438;0.18411897231811186
home171_2_hum_value_gas_value_Text_4_128_0.2;C:\Users\a.lance\PycharmProjects\UA3412_\Models\DNN\models\8f35f727ff24d147f4c1312d2a04120a.h5;28;0.09263550490140915;0.16510772174705465
home171_2_hum_value_gas_value_Text_4_256_0.2;C:\Users\a.lance\PycharmProjects\UA3412_\Models\DNN\models\cd5f7f001ffd37756a4b1ee937d597e3.h5;65;0.031734298914670944;0.0996537589074771
home171_2_gas_value_Text_pressure_3_128_0.2;C:\Users\a.lance\PycharmProjects\UA3412_\Models\DNN\models\e12283eb639f596be25f526621821a8e.h5;49;0.04790134355425835;0.12379227025644839
home171_2_gas_value_Text_pressure_3_256_0.2;C:\Users\a.lance\PycharmProjects\UA3412_\Models\DNN\models\2c6cc59ed93943ea2fc71bdc58c57d4f.h5;86;0.027474813163280487;0.09591328687732993
home171_2_gas_value_Text_pressure_4_128_0.2;C:\Users\a.lance\PycharmProjects\UA3412_\Models\DNN\models\8f60c25b22b67636f152980cef9acdb1.h5;47;0.0545598529279232;0.13535360489411205
home171_2_gas_value_Text_pressure_4_256_0.2;C:\Users\a.lance\PycharmProjects\UA3412_\Models\DNN\models\7b09c6ee745be10364cb97fae9430f83.h5;66;0.03182921186089516;0.09655013391552003
home171_2_gas_value_Text_wind_x_3_128_0.2;C:\Users\a.lance\PycharmProjects\UA3412_\Models\DNN\models\cc8f3935e2ed13c4b3333d514dbe7549.h5;31;0.06678371876478195;0.15393102921729263
home171_2_gas_value_Text_wind_x_3_256_0.2;C:\Users\a.lance\PycharmProjects\UA3412_\Models\DNN\models\92aded63b0a1254fe086a275a32102c2.h5;82;0.02854817546904087;0.09400074254032649
home171_2_gas_value_Text_wind_x_4_128_0.2;C:\Users\a.lance\PycharmProjects\UA3412_\Models\DNN\models\08cb3d29e75935bd11077b3f3cdf29b3.h5;48;0.0483570322394371;0.11956999351779936
home171_2_gas_value_Text_wind_x_4_256_0.2;C:\Users\a.lance\PycharmProjects\UA3412_\Models\DNN\models\58fe920206790118fc0951d0eb5862ab.h5;36;0.043051574379205704;0.11623594723819276
home171_2_hum_value_gas_value_Text_pressure_3_128_0.2;C:\Users\a.lance\PycharmProjects\UA3412_\Models\DNN\models\25a5e681b930c7c20895c94a7ed3876e.h5;28;0.0673598051071167;0.16534770730577772
home171_2_hum_value_gas_value_Text_pressure_3_256_0.2;C:\Users\a.lance\PycharmProjects\UA3412_\Models\DNN\models\9457d9826a75fbb290f152bd9b6cfce5.h5;22;0.06281488388776779;0.16900053325087636
home171_2_hum_value_gas_value_Text_pressure_4_128_0.2;C:\Users\a.lance\PycharmProjects\UA3412_\Models\DNN\models\82eaa88ac21c937260d32d6480d07823.h5;27;0.08774075657129288;0.16540941491126226
home171_2_hum_value_gas_value_Text_pressure_4_256_0.2;C:\Users\a.lance\PycharmProjects\UA3412_\Models\DNN\models\8ac61c24627925fd6c91590038e18cdb.h5;63;0.031501516699790955;0.10476144815583803
home171_2_hum_value_gas_value_Text_wind_x_3_128_0.2;C:\Users\a.lance\PycharmProjects\UA3412_\Models\DNN\models\c94fa8574e8ee3e93318637a826cd0ff.h5;31;0.08271590620279312;0.16401483428850766
home171_2_hum_value_gas_value_Text_wind_x_3_256_0.2;C:\Users\a.lance\PycharmProjects\UA3412_\Models\DNN\models\3f609e73515c052f87bac5cd0777538f.h5;22;0.07039623707532883;0.17899351972191468
home171_2_hum_value_gas_value_Text_wind_x_4_128_0.2;C:\Users\a.lance\PycharmProjects\UA3412_\Models\DNN\models\2ae591f80c5c0336876f668bf7dcf726.h5;97;0.04315292090177536;0.1040102505340208
home171_2_hum_value_gas_value_Text_wind_x_4_256_0.2;C:\Users\a.lance\PycharmProjects\UA3412_\Models\DNN\models\d91b098d41b8fbd35219e9e7c83fdb38.h5;65;0.033193107694387436;0.10330714727856094
home171_2_gas_value_Text_pressure_wind_x_3_128_0.2;C:\Users\a.lance\PycharmProjects\UA3412_\Models\DNN\models\e739ba729123666a438b72b8367f00ca.h5;29;0.07558376342058182;0.16652309858817568
home171_2_gas_value_Text_pressure_wind_x_3_256_0.2;C:\Users\a.lance\PycharmProjects\UA3412_\Models\DNN\models\7ac2513331ff482cfce4e50fe2674825.h5;22;0.06655526906251907;0.16933925905942096
home171_2_gas_value_Text_pressure_wind_x_4_128_0.2;C:\Users\a.lance\PycharmProjects\UA3412_\Models\DNN\models\6e036ae80055a6fb024ad4706ec36b58.h5;51;0.05092199891805649;0.13277606367841793
home171_2_gas_value_Text_pressure_wind_x_4_256_0.2;C:\Users\a.lance\PycharmProjects\UA3412_\Models\DNN\models\97ff5abbb6998a55d7b2133e7fc47dfc.h5;50;0.04706215858459473;0.10527477855065957
home171_2_hum_value_gas_value_Text_pressure_wind_x_3_128_0.2;C:\Users\a.lance\PycharmProjects\UA3412_\Models\DNN\models\f3467842eb10c207e4fead84b2ee7a66.h5;31;0.07998649775981903;0.1565759507604643
home171_2_hum_value_gas_value_Text_pressure_wind_x_3_256_0.2;C:\Users\a.lance\PycharmProjects\UA3412_\Models\DNN\models\85d4d756eca84b042f0d2d85e6d1cfb6.h5;20;0.05610895901918411;0.16335838499992764
home171_2_hum_value_gas_value_Text_pressure_wind_x_4_128_0.2;C:\Users\a.lance\PycharmProjects\UA3412_\Models\DNN\models\e2d24a914f592035cb5761a54c676543.h5;48;0.05654442310333252;0.1339082042498789
home171_2_hum_value_gas_value_Text_pressure_wind_x_4_256_0.2;C:\Users\a.lance\PycharmProjects\UA3412_\Models\DNN\models\3002d75a529aeb91a2e3c4fddab3b4c6.h5;49;0.04226288944482803;0.10559598062504548
home225_2_gas_value_Text_3_128_0.2;C:\Users\a.lance\PycharmProjects\UA3412_\Models\DNN\models\8b853ed751fbdee2fbf9a103854628de.h5;25;0.04208584502339363;0.13233704466268156
home225_2_gas_value_Text_3_256_0.2;C:\Users\a.lance\PycharmProjects\UA3412_\Models\DNN\models\da2ecc9e66f3cc2732bf734362d9bd89.h5;33;0.013440961949527264;0.011063436117652708
home225_2_gas_value_Text_4_128_0.2;C:\Users\a.lance\PycharmProjects\UA3412_\Models\DNN\models\54e04bc52bfa20dfd851867613f38401.h5;22;0.060532137751579285;0.24931045981001707
home225_2_gas_value_Text_4_256_0.2;C:\Users\a.lance\PycharmProjects\UA3412_\Models\DNN\models\e2b9b713cc2d0156c019f9dfd3347b37.h5;51;0.007487993221729994;0.02238270134902412
home225_2_hum_value_gas_value_Text_3_128_0.2;C:\Users\a.lance\PycharmProjects\UA3412_\Models\DNN\models\318a35cc6eafe0f5cac3348b65036b76.h5;30;0.026848942041397095;0.10225296158247532
home225_2_hum_value_gas_value_Text_3_256_0.2;C:\Users\a.lance\PycharmProjects\UA3412_\Models\DNN\models\a5298e26213dae32f5b57ec0c107391a.h5;53;0.011899049393832684;0.03605317346762941
home225_2_hum_value_gas_value_Text_4_128_0.2;C:\Users\a.lance\PycharmProjects\UA3412_\Models\DNN\models\3d534c036f61f3957dae686c498777db.h5;67;0.0165400393307209;0.044267034793142535
home225_2_hum_value_gas_value_Text_4_256_0.2;C:\Users\a.lance\PycharmProjects\UA3412_\Models\DNN\models\0221a1339afafc4e19ba378b0683890b.h5;50;0.012415842153131962;0.036391157179285906
home225_2_gas_value_Text_pressure_3_128_0.2;C:\Users\a.lance\PycharmProjects\UA3412_\Models\DNN\models\7ab4e794c9256f5988750dab2e3c52f6.h5;31;0.021516814827919006;0.085459674578633
home225_2_gas_value_Text_pressure_3_256_0.2;C:\Users\a.lance\PycharmProjects\UA3412_\Models\DNN\models\2c183290e720e0894586237623494bc1.h5;33;0.02043714001774788;0.02521629126960581
home225_2_gas_value_Text_pressure_4_128_0.2;C:\Users\a.lance\PycharmProjects\UA3412_\Models\DNN\models\0cc9b7881178f89fbda9f3521d588614.h5;48;0.017609313130378723;0.07218518258376742
home225_2_gas_value_Text_pressure_4_256_0.2;C:\Users\a.lance\PycharmProjects\UA3412_\Models\DNN\models\a85032a835bd3899babe120ed7f563b4.h5;67;0.009379521012306213;0.019518292681225187
home225_2_gas_value_Text_wind_x_3_128_0.2;C:\Users\a.lance\PycharmProjects\UA3412_\Models\DNN\models\f53ecc0e19d4f1a2ec8c0a5f9ad14ad6.h5;33;0.03040156699717045;0.15107849896916603
home225_2_gas_value_Text_wind_x_3_256_0.2;C:\Users\a.lance\PycharmProjects\UA3412_\Models\DNN\models\2ca649bdd13f70351f87903e88326a41.h5;53;0.009780899621546268;0.030223766551989967
home225_2_gas_value_Text_wind_x_4_128_0.2;C:\Users\a.lance\PycharmProjects\UA3412_\Models\DNN\models\b56a9835cef08cc72c519cec52522dee.h5;65;0.00995451956987381;0.04116226968720243
home225_2_gas_value_Text_wind_x_4_256_0.2;C:\Users\a.lance\PycharmProjects\UA3412_\Models\DNN\models\1b59d11e0ed658a1166fc079ef68f091.h5;63;0.011222634464502335;0.026195695506095167
home225_2_hum_value_gas_value_Text_pressure_3_128_0.2;C:\Users\a.lance\PycharmProjects\UA3412_\Models\DNN\models\35998bd454c2ffcc6b30a0454d48a9a6.h5;32;0.05461966246366501;0.1432042054886008
home225_2_hum_value_gas_value_Text_pressure_3_256_0.2;C:\Users\a.lance\PycharmProjects\UA3412_\Models\DNN\models\492e785de74255f366c9d7d07789615e.h5;24;0.023798374459147453;0.06386660308944499
home225_2_hum_value_gas_value_Text_pressure_4_128_0.2;C:\Users\a.lance\PycharmProjects\UA3412_\Models\DNN\models\195d060b8b8bf526c8e36482c3c261f3.h5;63;0.010957549326121807;0.03351554069357841
home225_2_hum_value_gas_value_Text_pressure_4_256_0.2;C:\Users\a.lance\PycharmProjects\UA3412_\Models\DNN\models\a1684acb4f081f8db075c15c43f35350.h5;47;0.01153347548097372;0.035845272409520665
home225_2_hum_value_gas_value_Text_wind_x_3_128_0.2;C:\Users\a.lance\PycharmProjects\UA3412_\Models\DNN\models\a95b4363f3d52798bbff548b33926b9b.h5;34;0.037433356046676636;0.14884449152747461
home225_2_hum_value_gas_value_Text_wind_x_3_256_0.2;C:\Users\a.lance\PycharmProjects\UA3412_\Models\DNN\models\81d26058374e4f2c56961945cc975a92.h5;22;0.04973948001861572;0.13045890835522606
home225_2_hum_value_gas_value_Text_wind_x_4_128_0.2;C:\Users\a.lance\PycharmProjects\UA3412_\Models\DNN\models\edc0555c0af2b0437b017b9fae30f69a.h5;68;0.014544973149895668;0.04300695426417687
home225_2_hum_value_gas_value_Text_wind_x_4_256_0.2;C:\Users\a.lance\PycharmProjects\UA3412_\Models\DNN\models\3bc73c2a58505621c04b43ea854dfba7.h5;30;0.015175246633589268;0.045340513497048936
home225_2_gas_value_Text_pressure_wind_x_3_128_0.2;C:\Users\a.lance\PycharmProjects\UA3412_\Models\DNN\models\8a8251abee91a4e7e9a5cb73f70c5a29.h5;73;0.007901606149971485;0.016951248822968317
home225_2_gas_value_Text_pressure_wind_x_3_256_0.2;C:\Users\a.lance\PycharmProjects\UA3412_\Models\DNN\models\d862bd3868d564ea0848351c0cfb2d1a.h5;54;0.010497283190488815;0.04507391434447794
home225_2_gas_value_Text_pressure_wind_x_4_128_0.2;C:\Users\a.lance\PycharmProjects\UA3412_\Models\DNN\models\9bc4d91452a20583ce2a3fa403539642.h5;83;0.009578301571309566;0.024825428269298285
home225_2_gas_value_Text_pressure_wind_x_4_256_0.2;C:\Users\a.lance\PycharmProjects\UA3412_\Models\DNN\models\8cb74727bc6893c40c3b4e772c36f473.h5;51;0.00922254379838705;0.02377301954513376
home225_2_hum_value_gas_value_Text_pressure_wind_x_3_128_0.2;C:\Users\a.lance\PycharmProjects\UA3412_\Models\DNN\models\c73e63e001447a7bf543975a2a98c89e.h5;66;0.010981371626257896;0.033279059093178374
home225_2_hum_value_gas_value_Text_pressure_wind_x_3_256_0.2;C:\Users\a.lance\PycharmProjects\UA3412_\Models\DNN\models\564014e2781550884ad23f74dfc39de2.h5;75;0.009467334486544132;0.015806897977233142
home225_2_hum_value_gas_value_Text_pressure_wind_x_4_128_0.2;C:\Users\a.lance\PycharmProjects\UA3412_\Models\DNN\models\5a9229def7e68a2332e27c386788fabf.h5;64;0.011778543703258038;0.037580283726931445
home225_2_hum_value_gas_value_Text_pressure_wind_x_4_256_0.2;C:\Users\a.lance\PycharmProjects\UA3412_\Models\DNN\models\af6c951ea1011468671dcf2b53c298c2.h5;17;0.05202271416783333;0.27351682930594456
home228_2_gas_value_Text_3_128_0.2;C:\Users\a.lance\PycharmProjects\UA3412_\Models\DNN\models\0a8fc549c5a7d537cea5106e5709f035.h5;31;0.02340688928961754;0.027616089631691095
home228_2_gas_value_Text_3_256_0.2;C:\Users\a.lance\PycharmProjects\UA3412_\Models\DNN\models\22f0bc8f970da913525a1f12453015bb.h5;18;0.03742772713303566;0.02410659775277428
home228_2_gas_value_Text_4_128_0.2;C:\Users\a.lance\PycharmProjects\UA3412_\Models\DNN\models\5291361343bda5340f2d9f19da024f68.h5;21;0.07816876471042633;0.06531252953593197
home228_2_gas_value_Text_4_256_0.2;C:\Users\a.lance\PycharmProjects\UA3412_\Models\DNN\models\ee89ae902f556ec5bda2477d547c54ff.h5;29;0.022559378296136856;0.021394966471546425
home228_2_hum_value_gas_value_Text_3_128_0.2;C:\Users\a.lance\PycharmProjects\UA3412_\Models\DNN\models\7925f7cdad6be7e38007d4b7c787167f.h5;47;0.01868213154375553;0.019302427762094055
