year;month;day;hour;temp_value;hum_value;central_heat_flow_value;central_heat_return_value;gas_value;radiator_input_value;radiator_output_value;obs_name;temp;dewPt;rh;pressure;wc;wdir;wspd
2018;3;12;14;27.5;375.0;;;;;;Edinburgh;6.111111111111111;39.0;87.0;29.24;40.0;50.0;5.0
2018;3;12;14;27.5;375.0;;;;;;Edinburgh;6.111111111111111;39.0;87.0;29.27;40.0;30.0;5.0
2018;3;12;15;27.9;355.0;36.5;36.1;448.0;;;Edinburgh;6.111111111111111;37.0;81.0;29.27;43.0;;2.0
2018;3;12;15;27.9;355.0;36.5;36.1;448.0;;;Edinburgh;6.111111111111111;37.0;81.0;29.27;40.0;30.0;5.0
2018;3;12;16;27.4;353.0;60.6;55.7;9515.0;;;Edinburgh;6.111111111111111;37.0;81.0;29.27;40.0;50.0;5.0
2018;3;12;17;27.9;339.0;57.5;53.2;5709.0;;;Edinburgh;6.111111111111111;37.0;81.0;29.3;43.0;;2.0
2018;3;12;17;27.9;339.0;57.5;53.2;5709.0;;;Edinburgh;5.0;37.0;87.0;29.3;41.0;40.0;1.0
2018;3;12;18;28.0;333.0;57.9;53.5;5487.0;;;Edinburgh;5.0;37.0;87.0;29.3;41.0;;2.0
2018;3;12;18;28.0;333.0;57.9;53.5;5487.0;;;Edinburgh;5.0;37.0;87.0;29.33;41.0;50.0;3.0
2018;3;12;19;28.0;333.0;50.2;48.9;2126.0;;;Edinburgh;5.0;37.0;87.0;29.33;41.0;;2.0
2018;3;12;19;28.0;333.0;50.2;48.9;2126.0;;;Edinburgh;5.0;37.0;87.0;29.33;41.0;;1.0
2018;3;12;20;27.2;343.0;49.9;47.6;4479.0;;;Edinburgh;5.0;37.0;87.0;29.36;41.0;260.0;3.0
2018;3;12;20;27.2;343.0;49.9;47.6;4479.0;;;Edinburgh;5.0;37.0;87.0;29.36;41.0;;0.0
2018;3;12;21;27.3;332.0;58.0;52.8;7949.0;;;Edinburgh;3.888888888888889;37.0;93.0;29.36;39.0;340.0;1.0
2018;3;12;21;27.3;332.0;58.0;52.8;7949.0;;;Edinburgh;3.888888888888889;37.0;93.0;29.36;39.0;;1.0
