year;month;day;hour;temp_value;hum_value;central_heat_flow_value;central_heat_return_value;gas_value;radiator_input_value;radiator_output_value;obs_name;temp;dewPt;rh;pressure;wc;wdir;wspd
2017;12;19;11;16.9;650.0;;;112.0;;;Edinburgh;11.1111111111111;48.0;88.0;30.225;52.0;230.0;13.0
2017;12;19;12;17.3;627.0;51.4;37.1;15877.0;;;Edinburgh;11.1111111111111;48.0;88.0;30.21;52.0;235.0;11.5
2017;12;19;13;18.1;631.0;60.9;50.2;6934.0;;;Edinburgh;11.1111111111111;49.0;91.0;30.21;52.0;235.0;10.0
2017;12;19;14;18.2;628.0;35.9;33.3;;;;Edinburgh;11.1111111111111;50.0;94.0;30.21;52.0;240.0;14.0
2017;12;19;15;17.8;614.0;23.1;22.0;;;;Edinburgh;11.1111111111111;48.0;88.0;30.195;52.0;250.0;9.5
2017;12;19;16;17.5;614.0;19.7;18.7;1563.0;;;Edinburgh;11.1111111111111;48.0;88.0;30.18;52.0;225.0;11.0
2017;12;19;17;18.1;621.0;58.6;47.2;9613.0;;;Edinburgh;11.1111111111111;48.0;88.0;30.18;52.0;230.0;13.0
2017;12;19;18;18.5;625.0;44.3;41.2;1899.0;;;Edinburgh;11.1111111111111;48.0;88.0;30.18;52.0;240.0;9.5
2017;12;19;19;18.4;633.0;28.5;25.8;336.0;;;Edinburgh;11.1111111111111;47.0;85.0;30.18;52.0;225.0;16.0
2017;12;19;20;18.3;636.0;23.3;21.3;;;;Edinburgh;11.1111111111111;48.0;88.0;30.18;52.0;220.0;17.0
2017;12;19;21;18.2;631.0;20.0;19.3;;;;Edinburgh;11.6666666666666;48.0;85.0;30.18;53.0;230.0;15.0
2017;12;19;22;18.2;637.0;19.1;18.5;;;;Edinburgh;11.6666666666666;48.0;85.0;30.165;53.0;225.0;15.0
2017;12;19;23;18.2;640.0;18.1;17.7;223.0;;;Edinburgh;12.2222222222222;50.0;88.0;30.165;54.0;235.0;16.0
2017;12;20;0;18.0;630.0;18.8;17.8;;;;Edinburgh;11.1111111111111;48.0;88.0;30.15;52.0;240.0;11.5
2017;12;20;1;17.8;625.0;17.9;17.6;;;;Edinburgh;11.6666666666666;49.0;88.0;30.15;53.0;230.0;17.0
2017;12;20;2;17.6;622.0;17.3;17.1;;;;Edinburgh;12.2222222222222;50.0;88.0;30.15;54.0;225.0;16.0
2017;12;20;3;17.5;621.0;17.0;16.8;;;;Edinburgh;12.2222222222222;50.0;88.0;30.15;54.0;235.0;15.5
2017;12;20;4;17.4;621.0;17.9;17.0;782.0;;;Edinburgh;11.1111111111111;50.0;94.0;30.15;52.0;230.0;14.5
2017;12;20;5;17.3;622.0;17.5;17.1;;;;Edinburgh;11.1111111111111;50.0;94.0;30.15;52.0;230.0;14.0
2017;12;20;6;17.2;622.0;17.3;16.8;112.0;;;Edinburgh;12.2222222222222;51.0;91.0;30.18;54.0;245.0;8.5
2017;12;20;7;17.1;624.0;38.2;21.4;9618.0;;;Edinburgh;12.2222222222222;52.0;94.0;30.195;54.0;240.0;12.0
2017;12;20;8;18.0;658.0;55.4;42.0;15550.0;;;Edinburgh;11.1111111111111;52.0;100.0;30.21;52.0;245.0;11.5
2017;12;20;9;18.2;695.0;39.9;25.5;224.0;;;Edinburgh;11.1111111111111;50.0;94.0;30.24;52.0;245.0;9.5
2017;12;20;10;17.8;671.0;23.2;20.8;;;;Edinburgh;11.1111111111111;49.0;91.0;30.27;52.0;255.0;8.5
2017;12;20;11;18.0;655.0;38.1;33.1;4807.0;;;Edinburgh;11.1111111111111;48.0;88.0;30.285;52.0;235.0;8.0
2017;12;20;12;18.0;644.0;23.3;22.7;;;;Edinburgh;11.1111111111111;47.0;85.0;30.3;52.0;230.0;8.5
2017;12;20;13;18.0;637.0;37.5;32.2;5031.0;;;Edinburgh;10.0;46.0;87.0;30.3;50.0;245.0;7.5
2017;12;20;14;18.1;629.0;24.6;24.0;;;;Edinburgh;10.0;45.0;82.0;30.3149999999999;50.0;250.0;7.0
2017;12;20;15;18.1;626.0;37.5;31.8;4248.0;;;Edinburgh;8.88888888888889;45.0;87.0;30.33;45.0;250.0;7.5
2017;12;20;16;18.2;623.0;25.6;25.0;;;;Edinburgh;7.77777777777777;44.0;90.0;30.33;43.5;255.0;6.5
2017;12;20;17;18.2;635.0;20.7;20.0;;;;Edinburgh;6.66666666666666;42.0;93.0;30.36;40.0;245.0;6.0
2017;12;20;18;18.3;632.0;45.8;35.9;10171.0;;;Edinburgh;7.22222222222222;43.0;93.0;30.36;40.0;230.0;8.0
2017;12;20;19;18.9;633.0;53.8;45.4;3691.0;;;Edinburgh;7.22222222222222;43.0;93.0;30.36;40.5;240.0;8.0
2017;12;20;20;19.1;634.0;37.6;34.6;893.0;;;Edinburgh;7.22222222222222;43.0;93.0;30.36;40.5;250.0;7.5
2017;12;20;21;18.9;631.0;25.1;23.9;;;;Edinburgh;7.5;43.0;90.0;30.375;40.0;245.0;11.0
2017;12;20;22;18.8;627.0;20.9;20.4;;;;Edinburgh;7.22222222222222;43.0;93.0;30.36;40.0;245.0;8.0
2017;12;20;23;18.6;627.0;22.7;19.5;1341.0;;;Edinburgh;7.22222222222222;43.0;93.0;30.36;43.5;260.0;4.0
2017;12;21;0;18.4;623.0;20.9;19.2;558.0;;;Edinburgh;7.22222222222222;43.0;93.0;30.36;41.0;240.0;6.0
2017;12;21;1;18.2;615.0;19.0;18.6;;;;Edinburgh;7.22222222222222;43.0;93.0;30.345;41.5;250.0;6.0
2017;12;21;2;17.9;611.0;18.1;17.8;;;;Edinburgh;7.22222222222222;43.0;93.0;30.36;41.5;265.0;5.5
2017;12;21;3;17.8;608.0;17.5;17.3;;;;Edinburgh;6.66666666666666;41.0;90.0;30.33;42.5;235.0;4.0
2017;12;21;4;17.6;607.0;17.0;16.9;;;;Edinburgh;5.55555555555555;41.0;96.5;30.33;40.0;255.0;4.5
2017;12;21;5;17.5;608.0;17.4;16.8;336.0;;;Edinburgh;5.55555555555555;41.0;96.5;30.33;39.0;270.0;5.0
2017;12;21;6;17.5;610.0;34.8;26.4;7939.0;;;Edinburgh;6.66666666666666;42.0;93.0;30.33;41.0;295.0;5.0
2017;12;21;7;18.4;621.0;48.0;37.3;7156.0;;;Edinburgh;6.66666666666666;42.0;93.0;30.33;40.0;255.0;6.5
2017;12;21;8;18.2;673.0;40.3;23.7;8160.0;;;Edinburgh;5.0;38.0;90.0;30.33;38.5;250.0;5.0
2017;12;21;9;18.0;655.0;26.0;20.8;;;;Edinburgh;5.0;38.0;90.0;30.33;41.0;310.0;3.0
2017;12;21;10;17.8;642.0;20.2;18.6;;;;Edinburgh;6.11111111111111;39.0;87.0;30.33;40.0;280.0;5.0
2017;12;21;11;17.6;636.0;17.9;17.4;;;;Edinburgh;6.11111111111111;40.0;90.0;30.33;41.0;285.0;5.0
2017;12;21;12;17.5;635.0;17.0;16.8;;;;Edinburgh;6.11111111111111;41.0;93.0;30.33;43.0;260.0;3.0
2017;12;21;13;17.4;633.0;16.5;16.4;;;;Edinburgh;7.22222222222222;41.0;87.0;30.3149999999999;45.0;300.0;2.0
2017;12;21;14;17.2;628.0;16.1;16.0;;;;Edinburgh;4.44444444444444;40.0;100.0;30.3;40.0;345.0;1.5
2017;12;21;15;17.1;623.0;15.9;15.7;;;;Edinburgh;3.88888888888888;37.0;93.0;30.3;39.0;350.0;2.5
2017;12;21;16;17.0;624.0;18.2;16.1;670.0;;;Edinburgh;2.77777777777777;37.0;100.0;30.3;37.0;275.0;2.0
2017;12;21;17;17.1;670.0;17.6;17.2;1787.0;;;Edinburgh;2.5;36.5;100.0;30.3149999999999;36.5;245.0;2.5
2017;12;21;18;17.3;695.0;27.8;22.0;5813.0;;;Edinburgh;2.22222222222222;36.0;100.0;30.33;36.0;240.0;3.0
2017;12;21;19;17.8;670.0;54.1;47.0;4250.0;;;Edinburgh;2.5;36.5;100.0;30.33;35.0;230.0;3.5
2017;12;21;20;17.8;665.0;29.8;27.7;783.0;;;Edinburgh;2.77777777777777;37.0;100.0;30.33;34.0;250.0;5.0
2017;12;21;21;17.7;663.0;23.6;21.2;448.0;;;Edinburgh;2.22222222222222;36.0;100.0;30.33;36.0;250.0;1.5
2017;12;21;22;17.6;657.0;19.5;18.8;;;;Edinburgh;2.22222222222222;36.0;100.0;30.33;36.0;;2.0
2017;12;21;23;17.5;638.0;18.4;17.7;447.0;;;Edinburgh;1.66666666666666;35.0;100.0;30.345;33.0;250.0;4.0
2017;12;22;0;17.2;623.0;17.8;17.2;;;;Edinburgh;0.555555555555555;33.0;100.0;30.33;33.0;295.0;2.0
2017;12;22;1;16.9;615.0;16.6;16.4;;;;Edinburgh;0.0;32.0;100.0;30.33;32.0;275.0;2.5
2017;12;22;2;16.7;608.0;16.5;15.9;447.0;;;Edinburgh;0.0;32.0;100.0;30.33;32.0;240.0;2.5
2017;12;22;3;16.5;603.0;16.5;15.9;;;;Edinburgh;-0.555555555555555;31.0;100.0;30.33;31.0;330.0;3.0
2017;12;22;4;16.3;597.0;15.8;15.6;;;;Edinburgh;-1.11111111111111;30.0;100.0;30.33;30.0;230.0;1.5
2017;12;22;5;16.2;594.0;15.4;15.2;;;;Edinburgh;0.0;32.0;100.0;30.345;32.0;;0.0
2017;12;22;6;16.2;592.0;51.3;39.0;8831.0;;;Edinburgh;1.11111111111111;34.0;100.0;30.345;34.0;300.0;2.5
2017;12;22;7;17.0;642.0;60.5;47.0;17783.0;;;Edinburgh;1.66666666666666;35.0;100.0;30.36;33.0;240.0;4.0
2017;12;22;8;17.0;678.0;41.5;33.6;5588.0;;;Edinburgh;3.88888888888888;39.0;100.0;30.36;37.5;250.0;3.5
2017;12;22;9;17.2;651.0;54.0;46.7;5144.0;;;Edinburgh;5.55555555555555;42.0;100.0;30.36;37.5;240.0;7.0
2017;12;22;10;17.2;646.0;54.1;43.9;5255.0;;;Edinburgh;7.5;45.0;96.5;30.36;40.5;250.0;9.5
2017;12;22;11;17.3;644.0;53.6;43.8;4137.0;;;Edinburgh;7.77777777777777;45.5;96.5;30.36;42.5;245.0;8.5
2017;12;22;12;17.4;641.0;37.5;34.7;1118.0;;;Edinburgh;8.88888888888889;46.0;93.0;30.33;43.0;230.0;13.0
2017;12;22;13;17.3;638.0;37.8;31.3;5252.0;;;Edinburgh;8.88888888888889;46.0;93.0;30.33;44.0;255.0;9.5
2017;12;22;14;17.6;648.0;35.2;29.2;559.0;;;Edinburgh;8.88888888888889;46.0;93.0;30.33;44.0;255.0;9.5
2017;12;22;15;17.5;655.0;28.7;21.5;;;;Edinburgh;8.88888888888889;48.0;100.0;30.33;43.0;245.0;12.5
2017;12;22;16;17.5;644.0;21.1;19.0;;;;Edinburgh;10.0;48.0;94.0;30.33;50.0;235.0;13.0
2017;12;22;17;17.5;648.0;37.7;26.3;7596.0;;;Edinburgh;10.0;48.0;94.0;30.3149999999999;50.0;245.0;12.0
2017;12;22;18;17.9;651.0;55.3;48.2;4467.0;;;Edinburgh;10.0;48.0;94.0;30.33;50.0;240.0;12.0
2017;12;22;19;17.8;676.0;52.8;43.8;3688.0;;;Edinburgh;10.0;48.0;94.0;30.3;50.0;235.0;14.0
2017;12;22;20;17.9;681.0;54.8;46.0;5031.0;;;Edinburgh;10.5555555555555;48.0;91.0;30.3;51.0;260.0;13.5
2017;12;22;21;17.9;674.0;53.7;45.1;3576.0;;;Edinburgh;10.5555555555555;48.0;91.0;30.285;51.0;255.0;14.5
2017;12;22;22;17.9;671.0;54.1;46.0;4137.0;;;Edinburgh;10.0;48.0;94.0;30.27;50.0;250.0;14.0
2017;12;22;23;17.9;665.0;30.1;28.7;;;;Edinburgh;10.0;48.0;94.0;30.27;50.0;250.0;15.5
2017;12;23;0;17.8;661.0;25.2;23.9;671.0;;;Edinburgh;10.0;48.0;94.0;30.255;50.0;245.0;16.5
2017;12;23;1;17.6;651.0;21.2;20.3;;;;Edinburgh;10.0;48.0;94.0;30.24;50.0;245.0;20.0
2017;12;23;3;17.2;641.0;18.5;18.0;;;;Edinburgh;10.0;48.0;94.0;30.21;50.0;240.0;15.5
2017;12;23;4;17.2;641.0;18.5;18.0;;;;Edinburgh;10.0;48.0;94.0;30.18;50.0;245.0;18.5
2017;12;23;6;16.9;641.0;17.0;16.8;;;;Edinburgh;11.1111111111111;50.0;94.0;30.15;52.0;240.0;19.5
2017;12;23;7;16.9;641.0;17.0;16.8;;;;Edinburgh;11.1111111111111;50.0;94.0;30.12;52.0;235.0;23.0
2017;12;23;9;17.5;680.0;22.8;21.7;;;;Edinburgh;11.1111111111111;48.0;88.0;30.09;52.0;240.0;21.5
2017;12;23;10;17.4;676.0;21.3;20.6;;;;Edinburgh;11.1111111111111;48.0;88.0;30.09;52.0;235.0;22.5
2017;12;23;12;17.7;669.0;46.2;18.9;;;;Edinburgh;12.2222222222222;50.0;88.0;30.015;54.0;240.0;18.5
2017;12;23;13;17.7;687.0;26.8;20.1;;;;Edinburgh;12.5;48.0;79.5;29.985;54.5;250.0;18.0
2017;12;23;14;17.8;684.0;24.7;19.2;10282.0;;;Edinburgh;12.7777777777777;48.0;77.0;29.97;55.0;250.0;20.0
2017;12;23;15;17.7;707.0;37.7;20.0;4361.0;;;Edinburgh;12.2222222222222;48.0;82.0;29.94;54.0;250.0;19.5
2017;12;23;16;17.7;704.0;24.4;19.9;335.0;;;Edinburgh;11.1111111111111;50.0;94.0;29.94;52.0;250.0;21.5
2017;12;23;17;17.5;678.0;19.9;18.8;;;;Edinburgh;11.1111111111111;50.0;94.0;29.955;52.0;245.0;17.5
2017;12;23;18;17.8;680.0;41.3;35.3;5922.0;;;Edinburgh;11.1111111111111;50.0;94.0;29.955;52.0;240.0;21.0
2017;12;23;19;17.8;676.0;24.7;23.8;;;;Edinburgh;11.1111111111111;50.0;94.0;29.94;52.0;235.0;23.5
2017;12;23;20;17.7;673.0;21.1;19.9;1116.0;;;Edinburgh;11.1111111111111;50.0;94.0;29.94;52.0;230.0;20.5
2017;12;23;21;17.6;688.0;20.5;19.2;;;;Edinburgh;11.1111111111111;50.0;94.0;29.92;52.0;235.0;18.0
2017;12;23;22;17.8;696.0;19.0;18.4;;;;Edinburgh;11.1111111111111;50.0;94.0;29.92;52.0;235.0;13.0
2017;12;23;23;17.8;696.0;18.3;17.8;;;;Edinburgh;11.6666666666666;52.0;97.0;29.89;53.0;225.0;14.5
2017;12;24;0;17.7;683.0;18.5;17.6;559.0;;;Edinburgh;12.2222222222222;52.0;94.0;29.875;54.0;225.0;16.5
2017;12;24;1;17.5;674.0;18.1;17.7;;;;Edinburgh;12.2222222222222;52.0;94.0;29.8149999999999;54.0;230.0;19.5
2017;12;24;2;17.3;671.0;17.4;17.3;;;;Edinburgh;12.2222222222222;52.0;94.0;29.785;54.0;240.0;22.0
2017;12;24;3;17.2;670.0;17.0;16.9;;;;Edinburgh;12.2222222222222;52.0;94.0;29.755;54.0;240.0;27.5
2017;12;24;4;17.1;669.0;16.8;16.7;;;;Edinburgh;12.2222222222222;52.0;94.0;29.725;54.0;240.0;30.5
2017;12;24;5;17.0;667.0;16.5;16.5;;;;Edinburgh;12.2222222222222;50.0;88.0;29.71;54.0;240.0;29.5
2017;12;24;6;16.9;665.0;16.7;16.4;559.0;;;Edinburgh;11.6666666666666;48.0;85.0;29.68;53.0;240.0;31.0
2017;12;24;7;16.8;664.0;21.6;17.4;558.0;;;Edinburgh;11.1111111111111;47.0;85.0;29.65;52.0;240.0;32.5
2017;12;24;8;16.8;664.0;24.3;18.2;5030.0;;;Edinburgh;11.1111111111111;46.0;82.0;29.65;52.0;240.0;33.5
2017;12;24;9;16.8;671.0;35.5;18.8;5255.0;;;Edinburgh;11.1111111111111;46.0;82.0;29.65;52.0;240.0;29.0
2017;12;24;10;16.8;704.0;40.9;19.2;4025.0;;;Edinburgh;11.1111111111111;46.0;82.0;29.65;52.0;240.0;30.0
2017;12;24;11;16.9;704.0;25.3;19.7;447.0;;;Edinburgh;10.0;47.0;90.5;29.62;50.0;240.0;24.5
2017;12;24;12;16.9;686.0;19.8;18.4;;;;Edinburgh;10.5555555555555;48.0;91.0;29.605;51.0;240.0;29.5
2017;12;24;13;16.9;675.0;18.1;17.6;;;;Edinburgh;11.1111111111111;48.0;88.0;29.59;52.0;240.0;30.0
2017;12;24;14;16.9;675.0;20.0;17.2;3692.0;;;Edinburgh;11.1111111111111;48.0;88.0;29.56;52.0;240.0;27.0
2017;12;24;15;17.3;694.0;52.3;38.8;10738.0;;;Edinburgh;11.1111111111111;48.0;88.0;29.56;52.0;240.0;24.0
2017;12;24;16;18.2;715.0;34.0;32.0;6597.0;;;Edinburgh;11.1111111111111;48.0;88.0;29.56;52.0;250.0;20.0
2017;12;24;17;18.7;681.0;24.5;21.8;6707.0;;;Edinburgh;11.1111111111111;48.0;88.0;29.545;52.0;250.0;16.5
2017;12;24;18;19.0;668.0;21.2;19.3;6708.0;;;Edinburgh;11.1111111111111;48.0;88.0;29.53;52.0;245.0;16.5
2017;12;24;19;19.3;652.0;21.0;18.6;6818.0;;;Edinburgh;11.1111111111111;50.0;94.0;29.515;52.0;240.0;16.5
2017;12;24;20;19.4;636.0;19.6;18.4;6709.0;;;Edinburgh;11.1111111111111;50.0;94.0;29.485;52.0;240.0;16.5
2017;12;24;21;19.6;635.0;18.4;17.9;6261.0;;;Edinburgh;11.1111111111111;50.0;94.0;29.47;52.0;235.0;13.5
2017;12;24;22;19.4;637.0;17.8;17.5;;;;Edinburgh;10.5555555555555;50.0;97.0;29.45;51.0;225.0;13.5
2017;12;24;23;19.0;643.0;17.5;17.3;;;;Edinburgh;10.5555555555555;49.0;94.0;29.42;51.0;230.0;14.5
2017;12;25;0;18.6;630.0;18.7;17.6;672.0;;;Edinburgh;10.0;48.0;94.0;29.405;50.0;220.0;14.0
2017;12;25;1;18.4;628.0;18.0;17.6;;;;Edinburgh;10.0;48.0;94.0;29.375;50.0;235.0;12.5
2017;12;25;3;17.9;630.0;16.8;16.6;;;;Edinburgh;9.44444444444444;46.0;90.0;29.36;47.0;260.0;11.0
2017;12;25;4;17.9;630.0;16.5;16.5;;;;Edinburgh;8.88888888888889;45.5;90.0;29.33;43.5;250.0;11.0
2017;12;25;6;17.5;631.0;16.8;16.5;;;;Edinburgh;7.77777777777777;45.0;93.0;29.33;41.5;240.0;9.5
2017;12;25;7;17.5;631.0;16.5;16.5;;;;Edinburgh;7.77777777777777;45.0;93.0;29.3;42.5;235.0;8.0
2017;12;25;9;18.7;650.0;27.6;24.2;;;;Edinburgh;7.22222222222222;43.0;93.0;29.33;43.0;270.0;5.0
2017;12;25;10;18.7;647.0;26.2;23.3;;;;Edinburgh;6.66666666666666;43.0;96.5;29.33;42.0;250.0;4.5
2017;12;25;12;18.0;661.0;24.6;19.9;;;;Edinburgh;6.11111111111111;41.0;93.0;29.27;43.0;;2.5
2017;12;25;13;18.0;658.0;22.5;19.5;;;;Edinburgh;6.11111111111111;41.0;93.0;29.24;43.0;;2.5
2017;12;25;15;17.4;637.0;17.0;16.8;;;;Edinburgh;5.0;41.0;100.0;29.195;39.5;20.0;4.0
2017;12;25;18;17.5;621.0;56.0;47.3;3913.0;;;Edinburgh;3.33333333333333;37.0;96.5;29.15;36.5;25.0;4.0
2017;12;25;20;17.4;610.0;44.5;42.6;;;;Edinburgh;2.5;36.0;96.5;29.12;36.5;115.0;2.5
2017;12;25;21;17.6;607.0;33.9;35.1;;;;Edinburgh;2.5;36.0;96.5;29.105;36.5;190.0;2.0
2017;12;25;23;17.8;617.0;26.6;24.7;;;;Edinburgh;2.22222222222222;35.0;96.5;29.09;30.5;240.0;6.5
2017;12;26;0;17.6;604.0;22.1;19.7;;;;Edinburgh;1.11111111111111;33.0;96.5;29.075;29.5;245.0;5.5
2017;12;26;1;17.2;593.0;18.1;17.4;;;;Edinburgh;0.0;32.0;100.0;29.06;32.0;245.0;3.0
2017;12;26;2;16.9;587.0;16.4;16.1;;;;Edinburgh;0.555555555555555;32.0;96.5;29.06;30.0;235.0;4.5
2017;12;26;3;16.7;584.0;15.8;15.5;;;;Edinburgh;1.11111111111111;32.0;93.0;29.045;32.0;230.0;3.5
2017;12;26;4;16.6;582.0;15.2;15.1;;;;Edinburgh;0.555555555555555;33.0;100.0;29.03;31.0;220.0;4.0
2017;12;26;5;16.4;580.0;14.9;14.8;;;;Edinburgh;1.11111111111111;34.0;100.0;29.03;29.0;235.0;6.0
2017;12;26;6;16.4;581.0;35.6;26.8;9057.0;;;Edinburgh;1.11111111111111;34.0;100.0;29.03;28.5;245.0;6.5
2017;12;26;7;17.8;569.0;55.3;49.0;4919.0;;;Edinburgh;1.11111111111111;34.0;100.0;29.03;31.0;240.0;5.0
2017;12;26;8;17.8;567.0;30.0;27.2;448.0;;;Edinburgh;1.11111111111111;33.0;96.5;29.045;29.0;255.0;6.0
2017;12;26;9;17.6;577.0;38.9;32.7;5366.0;;;Edinburgh;1.11111111111111;32.0;93.0;29.06;27.0;240.0;8.0
2017;12;26;10;17.8;597.0;42.5;34.7;11299.0;;;Edinburgh;1.11111111111111;32.0;93.0;29.06;26.5;245.0;8.5
2017;12;26;11;18.2;610.0;27.5;26.7;;;;Edinburgh;1.66666666666666;33.0;93.0;29.06;28.0;240.0;8.0
2017;12;26;12;17.8;612.0;20.6;19.5;559.0;;;Edinburgh;2.22222222222222;34.0;93.0;29.06;28.0;245.0;10.0
2017;12;26;13;17.5;612.0;20.6;18.5;;;;Edinburgh;2.22222222222222;34.0;93.0;29.06;28.5;240.0;9.5
2017;12;26;14;17.4;617.0;18.6;17.7;;;;Edinburgh;2.22222222222222;33.0;90.0;29.06;30.5;240.0;6.5
2017;12;26;15;17.1;606.0;17.6;16.5;1453.0;;;Edinburgh;1.11111111111111;32.0;93.0;29.06;28.0;245.0;7.0
2017;12;26;16;17.0;588.0;18.3;16.5;;;;Edinburgh;0.0;30.0;93.0;29.09;29.0;240.0;5.0
2017;12;26;17;16.9;582.0;17.0;16.5;;;;Edinburgh;-0.555555555555555;30.0;96.5;29.09;28.5;260.0;4.0
2017;12;26;18;16.8;587.0;18.7;16.9;1341.0;;;Edinburgh;-1.66666666666666;29.0;100.0;29.09;23.0;255.0;6.0
2017;12;26;19;16.8;605.0;20.7;17.0;1901.0;;;Edinburgh;-2.22222222222222;28.0;100.0;29.09;22.5;230.0;5.5
2017;12;26;20;16.7;594.0;40.2;16.8;17108.0;;;Edinburgh;-2.5;27.5;100.0;29.09;22.0;235.0;5.0
2017;12;26;21;17.2;604.0;23.3;17.3;6261.0;;;Edinburgh;-2.5;27.5;100.0;29.09;24.5;250.0;3.5
