year;month;day;hour;temp_value;hum_value;central_heat_flow_value;central_heat_return_value;gas_value;radiator_input_value;radiator_output_value;obs_name;temp;dewPt;rh;pressure;wc;wdir;wspd
2017;7;4;13;20.1;686.0;23.6;20.9;336.0;;;Edinburgh;12.2222222222222;52.0;94.0;29.92;54.0;55.0;11.0
2017;7;4;14;20.0;660.0;23.2;20.1;;;;Edinburgh;12.2222222222222;52.0;94.0;29.92;54.0;60.0;12.5
2017;7;4;15;20.2;635.0;22.8;19.0;672.0;;;Edinburgh;12.2222222222222;52.0;94.0;29.92;54.0;60.0;12.5
2017;7;4;16;20.6;722.0;23.8;18.8;;;;Edinburgh;11.6666666666666;52.0;97.0;29.94;53.0;60.0;11.5
2017;7;4;17;20.8;689.0;20.3;19.3;;;;Edinburgh;11.1111111111111;52.0;100.0;29.94;52.0;55.0;12.5
2017;7;4;18;20.6;730.0;20.3;19.5;;;;Edinburgh;11.1111111111111;52.0;100.0;29.94;52.0;50.0;10.5
2017;7;4;19;20.5;679.0;21.0;19.8;;;;Edinburgh;11.1111111111111;52.0;100.0;29.94;52.0;45.0;11.0
2017;7;4;20;20.2;661.0;19.7;19.5;;;;Edinburgh;11.1111111111111;52.0;100.0;29.97;52.0;60.0;11.0
2017;7;4;21;19.9;662.0;21.2;19.4;895.0;;;Edinburgh;11.1111111111111;52.0;100.0;29.97;52.0;60.0;10.5
2017;7;4;22;19.5;659.0;22.0;19.9;;;;Edinburgh;11.1111111111111;51.0;97.0;29.985;52.0;65.0;11.0
2017;7;4;23;19.1;658.0;19.9;19.7;;;;Edinburgh;11.1111111111111;50.0;94.0;30.0;52.0;65.0;8.5
2017;7;5;0;18.9;660.0;19.2;19.3;;;;Edinburgh;11.1111111111111;52.0;100.0;30.0;52.0;65.0;7.5
2017;7;5;1;18.6;662.0;19.0;19.0;;;;Edinburgh;11.1111111111111;52.0;100.0;30.0;52.0;65.0;7.5
2017;7;5;2;18.4;663.0;18.7;18.8;;;;Edinburgh;11.1111111111111;52.0;100.0;30.0;52.0;55.0;5.5
2017;7;5;3;18.3;664.0;18.5;18.6;;;;Edinburgh;11.1111111111111;50.0;94.0;29.985;52.0;60.0;7.5
2017;7;5;4;18.1;663.0;18.5;18.4;;;;Edinburgh;11.1111111111111;50.0;94.0;30.0;52.0;70.0;7.5
2017;7;5;5;17.9;663.0;18.4;18.3;;;;Edinburgh;11.6666666666666;51.0;94.0;30.0;53.0;75.0;7.5
2017;7;5;6;17.9;672.0;18.9;18.2;560.0;;;Edinburgh;12.2222222222222;52.0;94.0;30.0;54.0;80.0;8.0
2017;7;5;7;18.3;704.0;24.2;19.5;1566.0;;;Edinburgh;12.7777777777777;52.0;88.0;30.0;55.0;65.0;9.5
2017;7;5;8;18.9;692.0;24.5;21.1;784.0;;;Edinburgh;12.7777777777777;52.0;88.0;30.0;55.0;55.0;9.5
2017;7;5;9;19.2;676.0;22.5;21.2;;;;Edinburgh;13.8888888888888;52.0;82.0;30.0;57.0;45.0;12.0
2017;7;5;10;19.7;705.0;21.3;21.0;;;;Edinburgh;14.4444444444444;53.0;82.0;30.0;58.0;50.0;13.5
2017;7;5;12;19.1;582.0;21.7;21.3;;;;Edinburgh;15.5555555555555;52.0;74.5;30.0;60.0;50.0;14.0
2017;7;5;13;19.1;587.0;21.2;21.0;;;;Edinburgh;14.4444444444444;50.0;74.5;29.97;58.0;45.0;12.5
2017;7;5;14;19.1;595.0;20.9;20.8;;;;Edinburgh;13.8888888888888;51.0;79.5;29.97;57.0;50.0;11.5
2017;7;5;15;19.2;598.0;20.5;20.5;;;;Edinburgh;15.5555555555555;53.0;77.0;29.955;60.0;50.0;9.5
2017;7;5;16;19.6;626.0;21.6;20.4;112.0;;;Edinburgh;17.2222222222222;52.0;68.0;29.94;63.0;115.0;9.0
2017;7;5;17;20.1;615.0;23.6;20.9;;;;Edinburgh;16.1111111111111;52.0;72.0;29.94;61.0;95.0;8.0
2017;7;5;18;20.5;646.0;24.8;21.4;2687.0;;;Edinburgh;16.1111111111111;52.0;72.0;29.94;61.0;145.0;6.5
2017;7;5;19;21.1;660.0;25.1;22.2;;;;Edinburgh;15.5555555555555;52.0;74.5;29.93;60.0;160.0;6.5
